Sur_yr,Cult_id/Hhid/Vdsid,Plot_code,crop,area_acres,yield_kg,sow_date,harvest_date,yield_t_ha,days_to_harvest
2010,IBH10C0057,E,Paddy,0.02,25.0,2010-11-07,2011-03-25,3.0887076847047195,138
2010,IBH10C0057,F,Paddy,0.03,40.0,2010-07-18,2010-10-19,3.294621530351701,93
2010,IBH10C0057,G,Paddy,0.03,30.0,2010-11-08,2011-02-28,2.4709661477637757,112
2010,IBH10C0057,H,Paddy,0.11,120.0,2010-11-08,2011-02-22,2.6955994339241185,106
2010,IBH10C0057,I,Paddy,0.1,130.0,2010-07-12,2010-11-16,3.212255992092908,127
2010,IBH10C0057,J,Paddy,0.16,286.0,2010-12-10,2011-04-19,4.416851989127748,130
2010,IBH10C0057,M,Paddy,0.25,375.0,2010-06-01,2010-11-19,3.7064492216456633,171
2010,IBH10C0057,N,Wheat,0.25,100.0,2010-12-01,2011-04-06,0.9883864591055103,126
2010,IBH10C0058,A,Paddy,0.75,1050.0,2010-12-03,2011-04-15,3.4593526068692864,133
2010,IBH10C0058,C,Paddy,0.3,430.0,2010-07-07,2010-11-16,3.541718145128079,132
2010,IBH10C0058,D,Paddy,1.05,1505.0,2010-12-06,2011-04-16,3.541718145128078,131
2010,IBH10C0058,E,Paddy,0.3,350.0,2010-07-09,2010-11-19,2.8827938390577383,133
2010,IBH10C0058,G,Paddy,0.12,120.0,2010-11-08,2011-02-18,2.4709661477637757,102
2010,IBH10C0058,I,Paddy,0.15,130.0,2010-11-07,2011-02-24,2.141503994728606,109
2010,IBH10C0059,A,Paddy,0.25,200.0,2010-11-06,2011-04-06,1.9767729182110205,151
2010,IBH10C0059,B,Paddy,0.09,160.0,2010-11-04,2011-01-20,4.392828707135601,77
2010,IBH10C0059,C,Wheat,0.1,60.0,2010-10-01,2010-11-25,1.4825796886582652,55
2010,IBH10C0059,I,Paddy,0.2,200.0,2010-07-04,2011-02-24,2.470966147763775,235
2010,IBH10D0001,A,Paddy,0.05,66.0,2010-07-19,2010-11-26,3.2616753150481834,130
2010,IBH10D0001,B,Paddy,0.1,80.0,2010-07-20,2011-03-26,1.9767729182110203,249
2010,IBH10D0030,D,Paddy,0.1,80.0,2010-07-12,2010-12-06,1.9767729182110203,147
2010,IBH10D0032,C,Paddy,0.15,154.0,2010-11-18,2011-04-18,2.53685857837081,151
2010,IBH10D0032,D,Paddy,0.15,171.0,2010-11-19,2011-04-16,2.8169014084507045,148
2010,IBH10D0032,E,Paddy,0.15,145.0,2010-11-20,2011-04-19,2.388600609504983,150
2010,IBH10D0033,A,Paddy,0.15,242.0,2010-07-20,2010-11-19,3.986492051725558,122
2010,IBH10D0033,C,Paddy,0.22,160.0,2010-07-21,2010-12-12,1.7970662892827458,144
2010,IBH10D0033,D,Wheat,0.15,91.0,2010-11-03,2011-04-19,1.499052796310024,167
2010,IBH10D0034,D,Paddy,0.15,260.0,2010-07-19,2010-11-16,4.283007989457212,120
2010,IBH10D0035,AB,Paddy,0.6,280.0,2010-07-20,2010-11-24,1.1531175356230956,127
2010,IBH10D0035,B,Wheat,0.6,281.0,2010-12-24,2011-04-20,1.1572358125360351,117
2010,IBH10D0035,BA,Paddy,0.1,40.0,2010-07-22,2010-11-10,0.9883864591055102,111
2010,IBH10D0036,A,Paddy,0.35,640.0,2010-07-23,2010-11-05,4.518338098768047,105
2010,IBH10D0036,B,Paddy,0.35,560.0,2010-07-20,2010-11-03,3.9535458364220415,106
2010,IBH10D0036,BA,Wheat,0.2,232.0,2010-11-26,2011-04-14,2.8663207314059793,139
2010,IBH10D0037,B,Paddy,0.45,828.0,2010-07-18,2010-11-20,4.546577711885347,125
2010,IBH10D0038,B,Paddy,0.45,352.0,2010-07-20,2010-11-21,1.9328446311396643,124
2010,IBH10D0039,A,Paddy,0.15,120.0,2010-11-15,2011-03-16,1.9767729182110205,121
2010,IBH10D0040,A,Paddy,0.45,360.0,2010-07-22,2010-11-06,1.9767729182110205,107
2010,IBH10D0040,AA,Wheat,0.3,204.0,2010-11-29,2011-04-20,1.6802569804793674,142
2010,IBH10D0041,A,Paddy,0.25,360.0,2010-07-22,2010-11-05,3.558191252779837,106
2010,IBH10D0041,AA,Wheat,0.1,70.0,2010-11-28,2011-04-21,1.729676303434643,144
2010,IBH10D0041,C,Paddy,0.45,568.0,2010-07-17,2010-11-29,3.1189083820662766,135
2010,IBH10D0042,D,Paddy,0.2,200.0,2010-07-23,2011-03-19,2.470966147763775,239
2010,IBH10D0043,A,Paddy,0.5,624.0,2010-07-16,2010-11-22,3.083765752409192,129
2010,IBH10D0043,D,Paddy,0.35,280.0,2010-07-27,2011-03-19,1.9767729182110207,235
2010,IBH10D0044,C,Paddy,0.1,120.0,2010-07-22,2010-11-06,2.9651593773165303,107
2010,IBH10D0045,A,Paddy,0.6,1690.0,2010-12-08,2011-04-17,6.9598879828679685,130
2010,IBH10D0045,B,Paddy,0.3,452.0,2010-12-15,2011-04-18,3.7229223292974223,124
2010,IBH10D0045,C,Paddy,0.45,1146.0,2010-07-21,2010-11-23,6.2927271229717485,125
2010,IBH10D0045,D,Paddy,0.35,280.0,2010-07-26,2010-11-20,1.9767729182110207,117
2010,IBH10D0046,BA,Wheat,0.1,42.0,2010-11-28,2011-04-24,1.0378057820607858,147
2010,IBH10D0046,C,Paddy,0.5,544.0,2010-07-20,2010-11-24,2.6884111687669883,127
2010,IBH10D0047,C,Paddy,0.35,280.0,2010-07-19,2011-03-24,1.9767729182110207,248
2010,IBH10D0048,C,Paddy,0.3,336.0,2010-12-06,2011-04-17,2.767482085495429,132
2010,IBH10D0048,E,Paddy,0.6,400.0,2010-12-10,2011-05-20,1.6473107651758507,161
2010,IBH10D0049,D,Paddy,0.2,160.0,2010-07-19,2010-12-06,1.9767729182110203,140
2010,IBH10D0049,F,Paddy,0.2,466.0,2010-12-02,2011-04-14,5.757351124289596,133
2010,IBH10D0049,G,Paddy,0.2,200.0,2010-07-22,2010-11-20,2.470966147763775,121
2010,IBH10D0049,H,Paddy,0.2,491.0,2010-07-22,2010-11-24,6.066221892760068,125
2010,IBH10D0050,A,Paddy,2.0,1200.0,2010-07-13,2010-11-25,1.4825796886582654,135
2010,IBH10D0050,AA,Wheat,1.0,410.0,2010-12-17,2011-04-23,1.013096120583148,127
2010,IBH10D0050,D,Paddy,4.0,1800.0,2010-07-13,2010-11-27,1.1119347664936992,137
2010,IBH10D0052,A,Paddy,0.45,393.0,2010-07-19,2010-11-29,2.157977102380364,133
2010,IBH10D0052,B,Wheat,0.75,275.0,2010-07-18,2010-11-25,0.9060209208467178,130
2010,IBH10D0052,C,Paddy,0.55,592.0,2010-07-20,2010-11-26,2.6596581081384634,129
2010,IBH10D0052,D,Paddy,0.95,200.0,2010-07-27,2010-11-20,0.5202033995292159,116
2010,IBH10D0053,D,Paddy,1.25,907.0,2010-12-20,2011-04-18,1.7929330368173957,119
2010,IBH10D0053,G,Paddy,1.0,300.0,2010-07-27,2010-12-08,0.7412898443291327,134
2010,IBH10D0053,GA,Wheat,1.0,368.0,2010-12-29,2011-02-21,0.9093155423770695,54
2010,IBH10D0053,H,Paddy,1.0,668.0,2010-12-19,2011-04-15,1.6506053867062023,117
2010,IBH10D0054,A,Paddy,0.6,720.0,2010-07-20,2010-11-17,2.965159377316531,120
2010,IBH10D0054,B,Paddy,1.35,250.0,2010-07-21,2010-12-24,0.4575863236599584,156
2010,IBH10D0054,D,Paddy,1.25,920.0,2010-07-27,2011-03-18,1.8186310847541391,234
2010,IBH10D0054,E,Paddy,1.25,920.0,2010-07-30,2010-11-21,1.8186310847541391,114
2010,IBH10D0055,A,Paddy,0.3,600.0,2010-07-26,2010-11-03,4.941932295527551,100
2010,IBH10D0055,AA,Wheat,0.15,73.0,2010-11-25,2011-04-23,1.202536858578371,149
2010,IBH10D0055,C,Wheat,0.8,304.0,2010-11-20,2011-04-22,0.9389671361502345,153
2010,IBH10D0055,E,Paddy,0.3,595.0,2010-11-27,2011-04-25,4.9007495263981555,149
2010,IBH10D0056,A,Paddy,1.35,600.0,2010-07-16,2011-03-22,1.0982071767839001,249
2010,IBH10D0056,J,Paddy,0.65,200.0,2010-07-23,2010-11-09,0.7602972762350079,109
2010,IBH10D0057,A,Paddy,0.2,200.0,2010-07-14,2010-12-05,2.470966147763775,144
2010,IBH10D0058,A,Paddy,0.55,600.0,2010-11-12,2011-03-15,2.6955994339241185,123
2010,IBH10D0058,B,Paddy,0.45,500.0,2010-07-21,2010-11-07,2.7455179419597506,109
2010,IBH10D0058,E,Wheat,0.45,184.0,2010-11-25,2011-04-09,1.0103506026411881,135
2010,IBH10D0058,F,Paddy,0.15,220.0,2010-07-19,2010-11-04,3.6240836833868713,108
2010,IBH10D0059,B,Paddy,0.4,320.0,2010-07-25,2010-11-06,1.9767729182110203,104
2010,IJH10A0030,A,Paddy,0.35,300.0,2010-08-17,2010-11-14,2.117970983797522,89
2010,IJH10A0030,B,Paddy,0.15,200.0,2010-08-07,2010-11-05,3.2946215303517015,90
2010,IJH10A0032,A,Paddy,0.56,200.0,2010-06-23,2010-11-17,0.8824879099156341,147
2010,IJH10A0032,BA,Wheat,0.22,200.0,2010-11-04,2011-02-26,2.2463328616034324,114
2010,IJH10A0034,A,Paddy,0.4,100.0,2010-07-20,2010-09-23,0.6177415369409438,65
2010,IJH10A0035,A,Paddy,0.25,100.0,2010-08-10,2010-12-02,0.9883864591055103,114
2010,IJH10A0039,AA,Paddy,0.5,700.0,2010-07-21,2010-11-02,3.4593526068692855,104
2010,IJH10A0040,A,Paddy,0.75,500.0,2010-07-04,2010-11-26,1.6473107651758505,145
2010,IJH10A0052,A,Paddy,0.75,480.0,2010-07-21,2010-11-05,1.5814183345688164,107
2010,IJH10A0053,B,Paddy,0.5,600.0,2010-07-01,2010-11-02,2.965159377316531,124
2010,IJH10A0056,B,Paddy,1.5,1920.0,2010-07-20,2010-11-05,3.162836669137633,108
2010,IJH10B0002,D,Paddy,0.6,1000.0,2010-06-18,2010-12-20,4.118276912939627,185
2010,IJH10B0002,F,Paddy,0.8,1200.0,2010-08-16,2010-12-02,3.706449221645663,108
2010,IJH10B0002,GA,Paddy,0.6,1000.0,2010-06-22,2010-12-13,4.118276912939627,174
2010,IJH10B0002,H,Paddy,0.8,1000.0,2010-06-04,2010-12-02,3.088707684704719,181
2010,IJH10B0005,B,Paddy,0.8,600.0,2010-08-02,2010-12-13,1.8532246108228314,133
2010,IJH10B0005,C,Paddy,0.4,200.0,2010-08-07,2010-11-25,1.2354830738818876,110
2010,IJH10B0008,D,Paddy,0.1,175.0,2010-08-03,2010-12-13,4.324190758586607,132
2010,IJH10B0008,E,Paddy,0.1,150.0,2010-06-17,2010-11-08,3.706449221645663,144
2010,IJH10B0008,FA,Paddy,0.6,500.0,2010-06-12,2010-12-15,2.0591384564698134,186
2010,IJH10B0008,FB,Paddy,0.6,500.0,2010-06-12,2010-12-18,2.0591384564698134,189
2010,IJH10B0010,A,Paddy,0.2,200.0,2010-08-02,2010-12-04,2.470966147763775,124
2010,IJH10B0010,B,Paddy,0.1,100.0,2010-08-06,2010-11-20,2.470966147763775,106
2010,IJH10B0030,A,Paddy,0.45,500.0,2010-08-02,2010-11-20,2.7455179419597506,110
2010,IJH10B0030,B,Paddy,0.2,200.0,2010-08-05,2010-11-25,2.470966147763775,112
2010,IJH10B0030,C,Paddy,0.2,200.0,2010-08-07,2010-11-26,2.470966147763775,111
2010,IJH10B0032,A,Paddy,0.5,300.0,2010-08-02,2010-12-10,1.4825796886582654,130
2010,IJH10B0032,C,Paddy,0.2,200.0,2010-08-02,2010-12-14,2.470966147763775,134
2010,IJH10B0033,A,Paddy,0.14,200.0,2010-07-30,2010-11-27,3.5299516396625363,120
2010,IJH10B0033,B,Paddy,0.1,100.0,2010-07-27,2010-11-22,2.470966147763775,118
2010,IJH10B0033,C,Paddy,0.05,50.0,2010-08-09,2010-11-18,2.470966147763775,101
2010,IJH10B0034,A,Paddy,0.2,250.0,2010-08-03,2010-12-02,3.088707684704719,121
2010,IJH10B0034,B,Paddy,0.48,600.0,2010-08-11,2010-11-25,3.08870768470472,106
2010,IJH10B0034,C,Paddy,0.12,100.0,2010-08-18,2010-12-05,2.0591384564698134,109
2010,IJH10B0034,D,Paddy,0.12,60.0,2010-08-05,2010-11-20,1.2354830738818878,107
2010,IJH10B0035,A,Paddy,0.4,400.0,2010-06-16,2010-11-17,2.470966147763775,154
2010,IJH10B0036,AA,Paddy,0.1,275.0,2010-06-05,2010-11-25,6.795156906350383,173
2010,IJH10B0037,A,Paddy,0.1,150.0,2010-06-13,2010-11-28,3.706449221645663,168
2010,IJH10B0038,A,Paddy,0.04,40.0,2010-06-04,2010-12-04,2.4709661477637757,183
2010,IJH10B0038,B,Paddy,0.4,400.0,2010-06-06,2010-11-12,2.470966147763775,159
2010,IJH10B0038,C,Paddy,0.12,150.0,2010-08-11,2010-12-06,3.08870768470472,117
2010,IJH10B0039,C,Wheat,0.04,40.0,2010-11-10,2011-03-15,2.4709661477637757,125
2010,IJH10B0040,AA,Paddy,0.3,300.0,2010-06-15,2010-12-10,2.4709661477637757,178
2010,IJH10B0040,C,Paddy,0.2,150.0,2010-06-05,2010-12-02,1.8532246108228314,180
2010,IJH10B0041,A,Paddy,1.0,700.0,2010-06-08,2010-11-24,1.7296763034346427,169
2010,IJH10B0042,A,Paddy,0.6,300.0,2010-06-05,2010-11-28,1.2354830738818878,176
2010,IJH10B0043,A,Paddy,0.4,400.0,2010-06-12,2010-11-20,2.470966147763775,161
2010,IJH10B0046,AA,Paddy,0.85,300.0,2010-06-10,2010-12-05,0.8721056992107443,178
2010,IJH10B0047,A,Paddy,0.06,100.0,2010-08-07,2010-11-15,4.118276912939627,100
2010,IJH10B0048,A,Paddy,0.2,250.0,2010-08-13,2010-11-28,3.088707684704719,107
2010,IJH10B0048,AA,Wheat,0.1,50.0,2010-12-23,2011-03-22,1.2354830738818876,89
2010,IJH10B0048,B,Paddy,0.2,250.0,2010-06-07,2010-11-22,3.088707684704719,168
2010,IJH10B0048,C,Paddy,0.2,200.0,2010-06-08,2010-11-18,2.470966147763775,163
2010,IJH10B0049,AA,Paddy,0.06,100.0,2010-08-12,2010-11-10,4.118276912939627,90
2010,IJH10B0049,AB,Paddy,0.04,60.0,2010-08-11,2010-11-28,3.7064492216456633,109
2010,IJH10B0049,AC,Paddy,0.18,200.0,2010-08-09,2010-12-15,2.745517941959751,128
2010,IJH10B0049,AD,Paddy,0.02,40.0,2010-08-16,2010-11-18,4.941932295527551,94
2010,IJH10B0049,BA,Paddy,0.1,150.0,2010-07-24,2010-11-11,3.706449221645663,110
2010,IJH10B0049,BB,Paddy,0.06,100.0,2010-07-25,2010-11-16,4.118276912939627,114
2010,IJH10B0049,BC,Paddy,0.1,150.0,2010-06-14,2010-11-06,3.706449221645663,145
2010,IJH10B0049,BD,Paddy,0.08,100.0,2010-07-28,2010-11-20,3.0887076847047195,115
2010,IJH10B0050,A,Paddy,0.25,200.0,2010-06-14,2010-12-15,1.9767729182110205,184
2010,IJH10B0050,B,Paddy,0.13,150.0,2010-06-08,2010-11-20,2.851114785881279,165
2010,IJH10B0050,C,Paddy,0.4,600.0,2010-06-06,2010-11-18,3.706449221645663,165
2010,IJH10B0050,D,Paddy,0.2,300.0,2010-06-15,2010-12-05,3.706449221645663,173
2010,IJH10B0051,BA,Paddy,0.7,600.0,2010-08-04,2010-12-05,2.117970983797522,123
2010,IJH10B0051,C,Paddy,0.43,450.0,2010-06-10,2010-12-08,2.5858948057993,181
2010,IJH10B0052,A,Paddy,0.12,150.0,2010-06-13,2010-12-15,3.08870768470472,185
2010,IJH10B0052,B,Paddy,0.2,250.0,2010-08-15,2010-12-12,3.088707684704719,119
2010,IJH10B0052,C,Paddy,0.4,350.0,2010-08-18,2010-11-24,2.1620953792933033,98
2010,IJH10B0052,CA,Wheat,0.2,200.0,2010-12-23,2011-03-18,2.470966147763775,85
2010,IJH10B0052,F,Paddy,0.2,250.0,2010-08-08,2010-12-10,3.088707684704719,124
2010,IJH10B0053,A,Paddy,0.8,600.0,2010-06-14,2010-12-10,1.8532246108228314,179
2010,IJH10B0053,B,Paddy,0.4,400.0,2010-06-04,2010-11-25,2.470966147763775,174
2010,IJH10B0053,C,Paddy,0.3,350.0,2010-06-05,2010-11-28,2.8827938390577383,176
2010,IJH10B0053,D,Paddy,0.2,250.0,2010-07-19,2010-12-10,3.088707684704719,144
2010,IJH10B0054,A,Paddy,0.4,500.0,2010-06-06,2010-11-25,3.088707684704719,172
2010,IJH10B0054,B,Paddy,0.3,150.0,2010-08-04,2010-11-15,1.2354830738818878,103
2010,IJH10B0054,D,Paddy,0.3,250.0,2010-06-18,2010-11-28,2.0591384564698134,163
2010,IJH10B0055,AA,Paddy,0.48,850.0,2010-08-09,2010-12-10,4.375669219998353,123
2010,IJH10B0055,AB,Paddy,0.52,1000.0,2010-08-10,2010-11-28,4.7518579764687985,110
2010,IJH10B0055,B,Paddy,0.52,950.0,2010-06-12,2010-11-20,4.514265077645359,161
2010,IJH10B0055,C,Paddy,0.16,150.0,2010-08-09,2010-12-05,2.3165307635285393,118
2010,IJH10B0056,D,Paddy,0.3,250.0,2010-08-10,2010-11-05,2.0591384564698134,87
2010,IJH10B0057,AA,Paddy,1.2,1000.0,2010-08-09,2010-11-25,2.0591384564698134,108
2010,IJH10B0057,BA,Paddy,0.03,60.0,2010-06-03,2010-11-13,4.941932295527551,163
2010,IJH10B0057,BB,Paddy,0.1,150.0,2010-07-22,2010-11-15,3.706449221645663,116
2010,IJH10B0058,A,Paddy,0.3,400.0,2010-08-10,2010-11-25,3.2946215303517015,107
2010,IJH10B0058,BA,Paddy,0.8,800.0,2010-06-04,2010-11-16,2.470966147763775,165
2010,IJH10B0059,A,Paddy,1.0,1400.0,2010-06-04,2010-11-29,3.4593526068692855,178
2010,IJH10B0059,BA,Paddy,0.75,600.0,2010-06-06,2010-12-08,1.9767729182110205,185
2010,IJH10B0059,BB,Paddy,0.75,600.0,2010-06-06,2010-12-09,1.9767729182110205,186
2010,IJH10B0059,C,Paddy,0.5,750.0,2010-06-13,2010-12-05,3.7064492216456633,175
2010,IJH10B0059,D,Paddy,0.2,300.0,2010-06-12,2010-12-04,3.706449221645663,175
2010,IJH10C0002,BA,Paddy,0.16,200.0,2010-08-22,2010-11-30,3.0887076847047195,100
2010,IJH10C0006,A,Paddy,0.3,100.0,2010-07-15,2010-11-27,0.8236553825879254,135
2010,IJH10C0007,A,Paddy,0.2,60.0,2010-08-21,2010-11-26,0.7412898443291326,97
2010,IJH10C0009,AA,Paddy,0.08,80.0,2010-07-20,2010-11-28,2.4709661477637757,131
2010,IJH10C0030,B,Paddy,0.18,200.0,2010-07-14,2010-11-28,2.745517941959751,137
2010,IJH10C0031,AA,Paddy,0.17,340.0,2010-08-22,2010-12-04,4.941932295527551,104
2010,IJH10C0032,CA,Paddy,0.17,300.0,2010-08-23,2010-11-28,4.360528496053721,97
2010,IJH10C0034,A,Paddy,0.6,100.0,2010-08-24,2010-11-24,0.4118276912939627,92
2010,IJH10C0034,B,Paddy,0.3,60.0,2010-07-12,2011-01-28,0.49419322955275513,200
2010,IJH10C0035,AA,Paddy,0.06,100.0,2010-08-23,2010-12-16,4.118276912939627,115
2010,IJH10C0035,BA,Paddy,0.16,160.0,2010-08-21,2010-11-27,2.4709661477637757,98
2010,IJH10C0036,A,Paddy,0.12,150.0,2010-07-15,2010-11-26,3.08870768470472,134
2010,IJH10C0037,A,Paddy,0.16,50.0,2010-08-22,2010-11-29,0.7721769211761799,99
2010,IJH10C0037,E,Paddy,1.5,800.0,2010-08-25,2010-12-14,1.3178486121406805,111
2010,IJH10C0038,D,Paddy,0.3,100.0,2010-08-23,2010-11-27,0.8236553825879254,96
2010,IJH10C0039,E,Paddy,1.0,700.0,2010-08-22,2010-11-23,1.7296763034346427,93
2010,IJH10C0040,AA,Paddy,0.33,250.0,2010-07-15,2010-11-28,1.8719440513361936,136
2010,IJH10C0041,AA,Paddy,0.17,400.0,2010-08-21,2010-12-02,5.814037994738296,103
2010,IJH10C0045,BA,Paddy,0.08,50.0,2010-08-23,2010-11-23,1.5443538423523597,92
2010,IJH10C0045,CA,Paddy,0.04,50.0,2010-07-16,2010-11-25,3.0887076847047195,132
2010,IJH10C0046,CA,Paddy,0.1,50.0,2010-07-12,2010-11-23,1.2354830738818876,134
2010,IJH10C0048,A,Paddy,0.03,30.0,2010-08-24,2010-11-26,2.4709661477637757,94
2010,IJH10C0049,BA,Paddy,0.26,100.0,2010-08-22,2010-12-10,0.9503715952937598,110
2010,IJH10C0049,C,Paddy,0.03,50.0,2010-08-21,2010-11-28,4.118276912939627,99
2010,IJH10C0050,CA,Paddy,0.33,200.0,2010-08-22,2010-11-27,1.497555241068955,97
2010,IJH10C0051,AA,Paddy,0.72,700.0,2010-07-15,2010-11-26,2.402328199214782,134
2010,IJH10C0051,BB,Paddy,0.08,30.0,2010-07-12,2010-09-26,0.9266123054114158,76
2010,IJH10C0052,AA,Paddy,0.66,500.0,2010-08-21,2010-11-26,1.8719440513361936,97
2010,IJH10C0052,BA,Paddy,0.33,300.0,2010-08-22,2010-12-28,2.2463328616034324,128
2010,IJH10C0054,AA,Paddy,0.17,300.0,2010-08-21,2010-11-26,4.360528496053721,97
2010,IJH10C0054,C,Paddy,0.5,100.0,2010-08-06,2010-11-26,0.49419322955275513,112
2010,IJH10C0055,BA,Paddy,0.33,600.0,2010-07-07,2010-11-22,4.492665723206865,138
2010,IJH10C0055,CA,Paddy,0.33,500.0,2010-07-23,2010-11-24,3.743888102672387,124
2010,IJH10C0057,AA,Paddy,1.0,600.0,2010-07-12,2010-11-24,1.4825796886582654,135
2010,IJH10C0057,AC,Paddy,0.66,300.0,2010-08-23,2010-11-28,1.1231664308017162,97
2010,IJH10C0058,AA,Paddy,0.5,250.0,2010-08-24,2010-11-28,1.2354830738818878,96
2010,IJH10C0058,BA,Paddy,0.2,70.0,2010-08-21,2010-11-24,0.8648381517173215,95
2010,IJH10C0059,BA,Paddy,0.17,300.0,2010-08-22,2010-12-12,4.360528496053721,112
2010,IJH10D0001,A,Paddy,0.35,380.0,2010-08-23,2010-11-19,2.682763246143528,88
2010,IJH10D0009,A,Paddy,0.12,130.0,2010-08-21,2010-12-04,2.676879993410757,105
2010,IJH10D0009,B,Paddy,0.6,80.0,2010-08-24,2010-11-29,0.3294621530351701,97
2010,IJH10D0031,A,Paddy,0.24,220.0,2010-08-26,2010-12-11,2.2650523021167945,107
2010,IJH10D0033,A,Paddy,0.45,350.0,2010-08-21,2010-11-16,1.9218625593718255,87
2010,IJH10D0034,A,Paddy,0.19,180.0,2010-09-14,2010-12-12,2.3409152978814713,89
2010,IJH10D0034,D,Paddy,0.12,120.0,2010-08-24,2010-12-06,2.4709661477637757,104
2010,IJH10D0035,A,Paddy,0.35,400.0,2010-07-22,2010-12-14,2.8239613117300295,145
2010,IJH10D0035,B,Paddy,0.58,80.0,2010-08-27,2010-12-19,0.3408229169329346,114
2010,IJH10D0037,B,Paddy,0.05,65.0,2010-07-27,2010-12-16,3.212255992092908,142
2010,IJH10D0037,D,Paddy,0.18,220.0,2010-07-09,2010-10-03,3.020069736155726,86
2010,IJH10D0037,G,Paddy,0.09,55.0,2010-08-19,2011-01-17,1.510034868077863,151
2010,IJH10D0037,J,Paddy,0.04,40.0,2010-09-08,2010-12-22,2.4709661477637757,105
2010,IJH10D0038,B,Paddy,0.15,160.0,2010-07-20,2010-11-29,2.635697224281361,132
2010,IJH10D0038,E,Paddy,0.1,90.0,2010-07-21,2010-11-27,2.223869532987398,129
2010,IJH10D0039,A,Paddy,0.3,125.0,2010-08-16,2010-12-15,1.0295692282349067,121
2010,IJH10D0040,A,Paddy,0.36,440.0,2010-07-27,2010-12-12,3.020069736155726,138
2010,IJH10D0040,B,Paddy,0.12,160.0,2010-07-29,2010-12-09,3.294621530351701,133
2010,IJH10D0040,CA,Paddy,0.05,75.0,2010-07-30,2010-12-09,3.706449221645663,132
2010,IJH10D0041,A,Paddy,0.12,130.0,2010-07-09,2010-12-03,2.676879993410757,147
2010,IJH10D0042,FA,Paddy,0.2,65.0,2010-08-21,2010-12-28,0.803063998023227,129
2010,IJH10D0043,A,Paddy,0.54,350.0,2010-07-20,2010-11-23,1.6015521328098543,126
2010,IJH10D0044,A,Paddy,0.36,280.0,2010-08-17,2010-12-22,1.921862559371826,127
2010,IJH10D0044,B,Paddy,0.8,480.0,2010-08-12,2010-12-31,1.4825796886582652,141
2010,IJH10D0044,F,Paddy,0.17,290.0,2010-07-29,2010-12-09,4.215177546185264,133
2010,IJH10D0044,JA,Paddy,0.12,240.0,2010-09-02,2011-01-04,4.941932295527551,124
2010,IJH10D0045,A,Paddy,0.36,360.0,2010-07-23,2010-11-27,2.4709661477637757,127
2010,IJH10D0045,B,Paddy,0.47,250.0,2010-07-25,2010-11-24,1.3143436956190298,122
2010,IJH10D0045,E,Paddy,0.17,170.0,2010-08-16,2010-11-19,2.4709661477637757,95
2010,IJH10D0046,A,Paddy,1.0,850.0,2010-08-01,2010-12-24,2.100321225599209,145
2010,IJH10D0046,B,Paddy,0.22,135.0,2010-08-24,2011-01-05,1.516274681582317,134
2010,IJH10D0046,D,Paddy,0.12,120.0,2010-08-03,2011-01-02,2.4709661477637757,152
2010,IJH10D0047,AA,Paddy,0.15,160.0,2010-08-23,2011-01-05,2.635697224281361,135
2010,IJH10D0047,E,Paddy,0.36,200.0,2010-07-20,2010-12-28,1.3727589709798755,161
2010,IJH10D0048,E,Paddy,0.17,180.0,2010-08-11,2010-12-04,2.616317097632233,115
2010,IJH10D0049,A,Paddy,0.36,390.0,2010-09-01,2010-12-29,2.676879993410757,119
2010,IJH10D0049,B,Paddy,0.18,80.0,2010-09-06,2010-12-25,1.0982071767839003,110
2010,IJH10D0049,C,Paddy,0.15,110.0,2010-09-13,2011-01-03,1.8120418416934356,112
2010,IJH10D0050,A,Paddy,0.9,450.0,2010-08-01,2010-12-16,1.2354830738818878,137
2010,IJH10D0050,B,Paddy,0.55,210.0,2010-07-11,2010-11-27,0.9434598018734415,139
2010,IJH10D0051,AA,Paddy,0.25,240.0,2010-08-01,2010-12-24,2.3721275018532246,145
2010,IJH10D0052,C,Paddy,0.26,750.0,2010-07-29,2010-12-26,7.127786964703199,150
2010,IJH10D0052,E,Paddy,0.49,600.0,2010-08-30,2011-01-03,3.0256728339964596,126
2010,IJH10D0052,F,Paddy,1.37,450.0,2010-07-29,2010-12-07,0.8116312164187585,131
2010,IJH10D0053,AA,Paddy,0.9,850.0,2010-08-18,2010-11-30,2.333690250665788,104
2010,IJH10D0053,AB,Paddy,0.5,80.0,2010-09-22,2010-12-02,0.3953545836422041,71
2010,IJH10D0053,B,Paddy,0.2,300.0,2010-07-20,2010-11-11,3.706449221645663,114
2010,IJH10D0053,D,Paddy,1.0,380.0,2010-07-02,2010-12-26,0.9389671361502347,177
2010,IJH10D0054,A,Paddy,1.5,680.0,2010-09-03,2010-12-11,1.1201713203195784,99
2010,IJH10D0054,BA,Paddy,1.0,330.0,2010-07-08,2010-11-15,0.815418828762046,130
2010,IJH10D0054,BB,Paddy,0.45,160.0,2010-07-28,2010-11-18,0.8785657414271203,113
2010,IJH10D0054,C,Paddy,1.2,420.0,2010-07-01,2010-11-23,0.8648381517173215,145
2010,IJH10D0055,A,Paddy,0.94,650.0,2010-08-14,2010-12-17,1.7086468043047387,125
2010,IJH10D0056,D,Paddy,0.72,840.0,2010-08-24,2010-12-19,2.8827938390577383,117
2010,IJH10D0057,B,Paddy,0.45,130.0,2010-07-18,2010-11-13,0.7138346649095352,118
