state,district,year,season,crop,area_ha,production_t,yield_t_ha
Bihar,BUXAR,2014,Autumn,Rice,2.0,3.0,1.5
Bihar,BUXAR,2014,Winter,Rice,82231.0,228890.0,2.7835
Bihar,DARBHANGA,1997,Autumn,Rice,19578.0,19904.0,1.0167
Bihar,DARBHANGA,1997,Summer,Rice,1472.0,2017.0,1.3702
Bihar,DARBHANGA,1997,Winter,Rice,65936.0,71543.0,1.085
Bihar,DARBHANGA,1998,Summer,Rice,1122.0,1328.0,1.1836
Bihar,DARBHANGA,1998,Winter,Rice,113070.0,101851.0,0.9008
Bihar,DARBHANGA,1999,Kharif,Rice,18926.0,11073.0,0.5851
Bihar,DARBHANGA,1999,Summer,Rice,1081.0,2169.0,2.0065
Bihar,DARBHANGA,2000,Autumn,Rice,72415.0,68231.0,0.9422
Bihar,DARBHANGA,2000,Kharif,Rice,19440.0,20077.0,1.0328
Bihar,DARBHANGA,2000,Summer,Rice,846.0,979.0,1.1572
Bihar,DARBHANGA,2001,Autumn,Rice,56659.0,48341.0,0.8532
Bihar,DARBHANGA,2001,Kharif,Rice,933.0,1063.0,1.1393
Bihar,DARBHANGA,2001,Summer,Rice,15146.0,15757.0,1.0403
Bihar,DARBHANGA,2002,Autumn,Rice,26770.0,14628.0,0.5464
Bihar,DARBHANGA,2002,Summer,Rice,2657.0,3841.0,1.4456
Bihar,DARBHANGA,2002,Winter,Rice,64638.0,51628.0,0.7987
Bihar,DARBHANGA,2003,Autumn,Rice,26026.0,16740.0,0.6432
Bihar,DARBHANGA,2003,Summer,Rice,3705.0,5241.0,1.4146
Bihar,DARBHANGA,2003,Winter,Rice,70987.0,80021.0,1.1273
Bihar,DARBHANGA,2004,Autumn,Rice,31226.0,5893.0,0.1887
Bihar,DARBHANGA,2004,Summer,Rice,3189.0,4700.0,1.4738
Bihar,DARBHANGA,2004,Winter,Rice,59280.0,30463.0,0.5139
Bihar,DARBHANGA,2005,Autumn,Rice,28005.0,30023.0,1.0721
Bihar,DARBHANGA,2005,Summer,Rice,2840.0,4619.0,1.6264
Bihar,DARBHANGA,2005,Winter,Rice,55678.0,55900.0,1.004
Bihar,DARBHANGA,2006,Autumn,Rice,27721.0,25533.0,0.9211
Bihar,DARBHANGA,2006,Summer,Rice,2572.0,3875.0,1.5066
Bihar,DARBHANGA,2006,Winter,Rice,44562.0,36021.0,0.8083
Bihar,DARBHANGA,2007,Autumn,Rice,32989.0,10431.0,0.3162
Bihar,DARBHANGA,2007,Summer,Rice,2618.0,5196.0,1.9847
Bihar,DARBHANGA,2007,Winter,Rice,61112.0,26996.0,0.4417
Bihar,DARBHANGA,2008,Autumn,Rice,29180.0,30022.0,1.0289
Bihar,DARBHANGA,2008,Summer,Rice,1917.0,2826.0,1.4742
Bihar,DARBHANGA,2008,Winter,Rice,69407.0,96740.0,1.3938
Bihar,DARBHANGA,2009,Autumn,Rice,28901.0,31533.0,1.0911
Bihar,DARBHANGA,2009,Summer,Rice,1606.0,2058.0,1.2814
Bihar,DARBHANGA,2009,Winter,Rice,77036.0,84537.0,1.0974
Bihar,DARBHANGA,2010,Autumn,Rice,32930.0,32889.0,0.9988
Bihar,DARBHANGA,2010,Summer,Rice,2317.0,3819.0,1.6483
Bihar,DARBHANGA,2010,Winter,Rice,42986.0,38326.0,0.8916
Bihar,DARBHANGA,2011,Autumn,Rice,37063.0,61962.0,1.6718
Bihar,DARBHANGA,2011,Summer,Rice,2299.0,3709.0,1.6133
Bihar,DARBHANGA,2011,Winter,Rice,24121.0,48821.0,2.024
Bihar,DARBHANGA,2012,Autumn,Rice,36524.0,58586.0,1.604
Bihar,DARBHANGA,2012,Summer,Rice,2292.0,4609.0,2.0109
Bihar,DARBHANGA,2012,Winter,Rice,25511.0,41262.0,1.6174
Bihar,DARBHANGA,2013,Autumn,Rice,33995.0,58523.0,1.7215
Bihar,DARBHANGA,2013,Summer,Rice,2302.0,4198.0,1.8236
Bihar,DARBHANGA,2013,Winter,Rice,43366.0,62268.0,1.4359
Bihar,DARBHANGA,2014,Autumn,Rice,33535.0,51141.0,1.525
Bihar,DARBHANGA,2014,Summer,Rice,2301.0,3889.0,1.6901
Bihar,DARBHANGA,2014,Winter,Rice,43145.0,79747.0,1.8483
Bihar,GAYA,1997,Autumn,Rice,2816.0,4607.0,1.636
Bihar,GAYA,1997,Summer,Rice,359.0,698.0,1.9443
Bihar,GAYA,1997,Winter,Rice,99537.0,149409.0,1.501
Bihar,GAYA,1998,Summer,Rice,103.0,214.0,2.0777
Bihar,GAYA,1998,Winter,Rice,143425.0,227073.0,1.5832
Bihar,GAYA,1999,Kharif,Rice,410.0,506.0,1.2341
Bihar,GAYA,2000,Autumn,Rice,143640.0,229890.0,1.6005
Bihar,GAYA,2000,Kharif,Rice,1.0,2.0,2.0
Bihar,GAYA,2000,Summer,Rice,7.0,10.0,1.4286
Bihar,GAYA,2001,Autumn,Rice,152978.0,257711.0,1.6846
Bihar,GAYA,2001,Kharif,Rice,7.0,12.0,1.7143
Bihar,GAYA,2002,Summer,Rice,143.0,219.0,1.5315
Bihar,GAYA,2002,Winter,Rice,147292.0,243850.0,1.6556
Bihar,GAYA,2003,Autumn,Rice,1720.0,2124.0,1.2349
Bihar,GAYA,2003,Summer,Rice,144.0,194.0,1.3472
Bihar,GAYA,2003,Winter,Rice,159125.0,244150.0,1.5343
Bihar,GAYA,2004,Autumn,Rice,13.0,12.0,0.9231
Bihar,GAYA,2004,Summer,Rice,147.0,230.0,1.5646
Bihar,GAYA,2004,Winter,Rice,72244.0,13260.0,0.1835
Bihar,GAYA,2005,Autumn,Rice,1253.0,1281.0,1.0223
Bihar,GAYA,2005,Summer,Rice,29.0,41.0,1.4138
Bihar,GAYA,2005,Winter,Rice,53066.0,15466.0,0.2914
Bihar,GAYA,2006,Autumn,Rice,1209.0,1158.0,0.9578
Bihar,GAYA,2006,Summer,Rice,33.0,45.0,1.3636
Bihar,GAYA,2006,Winter,Rice,53353.0,79414.0,1.4885
Bihar,GAYA,2007,Autumn,Rice,321.0,184.0,0.5732
Bihar,GAYA,2007,Summer,Rice,39.0,48.0,1.2308
Bihar,GAYA,2007,Winter,Rice,133599.0,294252.0,2.2025
Bihar,GAYA,2008,Autumn,Rice,34.0,45.0,1.3235
Bihar,GAYA,2008,Winter,Rice,124534.0,220352.0,1.7694
Bihar,GAYA,2009,Autumn,Rice,884.0,830.0,0.9389
Bihar,GAYA,2009,Winter,Rice,53204.0,66286.0,1.2459
Bihar,GAYA,2010,Autumn,Rice,28.0,27.0,0.9643
Bihar,GAYA,2010,Summer,Rice,15.0,28.0,1.8667
Bihar,GAYA,2010,Winter,Rice,48819.0,53247.0,1.0907
Bihar,GAYA,2011,Autumn,Rice,33.0,53.0,1.6061
Bihar,GAYA,2011,Summer,Rice,13.0,19.0,1.4615
Bihar,GAYA,2011,Winter,Rice,88194.0,284176.0,3.2222
Bihar,GAYA,2012,Autumn,Rice,360.0,640.0,1.7778
Bihar,GAYA,2012,Summer,Rice,13.0,30.0,2.3077
Bihar,GAYA,2012,Winter,Rice,124432.0,407456.0,3.2745
Bihar,GAYA,2013,Autumn,Rice,196.0,302.0,1.5408
Bihar,GAYA,2013,Winter,Rice,60920.0,120922.0,1.9849
Bihar,GAYA,2014,Autumn,Rice,1351.0,2349.0,1.7387
Bihar,GAYA,2014,Winter,Rice,104005.0,335997.0,3.2306
Bihar,GOPALGANJ,1997,Autumn,Rice,73672.0,119083.0,1.6164
Bihar,GOPALGANJ,1997,Summer,Rice,27.0,49.0,1.8148
Bihar,GOPALGANJ,1997,Winter,Rice,30205.0,52009.0,1.7219
Bihar,GOPALGANJ,1998,Summer,Rice,21.0,41.0,1.9524
Bihar,GOPALGANJ,1998,Winter,Rice,29348.0,42463.0,1.4469
Bihar,GOPALGANJ,1999,Kharif,Rice,60993.0,82444.0,1.3517
Bihar,GOPALGANJ,1999,Summer,Rice,40.0,106.0,2.65
Bihar,GOPALGANJ,2000,Autumn,Rice,33539.0,44197.0,1.3178
Bihar,GOPALGANJ,2000,Kharif,Rice,58693.0,68344.0,1.1644
Bihar,GOPALGANJ,2000,Summer,Rice,33.0,61.0,1.8485
Bihar,GOPALGANJ,2001,Autumn,Rice,30016.0,50185.0,1.6719
Bihar,GOPALGANJ,2001,Kharif,Rice,35.0,72.0,2.0571
Bihar,GOPALGANJ,2001,Summer,Rice,64232.0,74536.0,1.1604
Bihar,GOPALGANJ,2002,Autumn,Rice,63321.0,78016.0,1.2321
Bihar,GOPALGANJ,2002,Summer,Rice,11.0,19.0,1.7273
Bihar,GOPALGANJ,2002,Winter,Rice,30865.0,32083.0,1.0395
Bihar,GOPALGANJ,2003,Autumn,Rice,61274.0,91873.0,1.4994
Bihar,GOPALGANJ,2003,Summer,Rice,11.0,16.0,1.4545
Bihar,GOPALGANJ,2003,Winter,Rice,29840.0,42543.0,1.4257
Bihar,GOPALGANJ,2004,Autumn,Rice,61615.0,79645.0,1.2926
Bihar,GOPALGANJ,2004,Summer,Rice,13.0,18.0,1.3846
Bihar,GOPALGANJ,2004,Winter,Rice,28210.0,42968.0,1.5231
Bihar,GOPALGANJ,2005,Autumn,Rice,58317.0,39129.0,0.671
Bihar,GOPALGANJ,2005,Winter,Rice,32678.0,13309.0,0.4073
Bihar,GOPALGANJ,2006,Autumn,Rice,51736.0,64795.0,1.2524
Bihar,GOPALGANJ,2006,Winter,Rice,24065.0,25164.0,1.0457
Bihar,GOPALGANJ,2007,Autumn,Rice,54485.0,47243.0,0.8671
Bihar,GOPALGANJ,2007,Winter,Rice,27285.0,25321.0,0.928
Bihar,GOPALGANJ,2008,Autumn,Rice,59512.0,74978.0,1.2599
Bihar,GOPALGANJ,2008,Winter,Rice,26995.0,30848.0,1.1427
Bihar,GOPALGANJ,2009,Autumn,Rice,60987.0,53444.0,0.8763
Bihar,GOPALGANJ,2009,Winter,Rice,29026.0,25563.0,0.8807
Bihar,GOPALGANJ,2010,Autumn,Rice,62233.0,62637.0,1.0065
Bihar,GOPALGANJ,2010,Winter,Rice,26336.0,21453.0,0.8146
Bihar,GOPALGANJ,2011,Autumn,Rice,60607.0,111917.0,1.8466
Bihar,GOPALGANJ,2011,Winter,Rice,29790.0,72625.0,2.4379
Bihar,GOPALGANJ,2012,Autumn,Rice,58866.0,127353.0,2.1634
Bihar,GOPALGANJ,2012,Winter,Rice,28816.0,82729.0,2.8709
Bihar,GOPALGANJ,2013,Autumn,Rice,54642.0,87882.0,1.6083
Bihar,GOPALGANJ,2013,Winter,Rice,30239.0,45090.0,1.4911
Bihar,GOPALGANJ,2014,Autumn,Rice,55887.0,104540.0,1.8706
Bihar,GOPALGANJ,2014,Winter,Rice,28891.0,61283.0,2.1212
Bihar,JAMUI,1997,Summer,Rice,112.0,226.0,2.0179
Bihar,JAMUI,1997,Winter,Rice,31966.0,36808.0,1.1515
Bihar,JAMUI,1998,Summer,Rice,91.0,203.0,2.2308
Bihar,JAMUI,1998,Winter,Rice,43790.0,46941.0,1.072
Bihar,JAMUI,1999,Summer,Rice,61.0,132.0,2.1639
Bihar,JAMUI,2000,Autumn,Rice,47556.0,50836.0,1.069
Bihar,JAMUI,2000,Summer,Rice,41.0,57.0,1.3902
Bihar,JAMUI,2001,Autumn,Rice,37942.0,27533.0,0.7257
Bihar,JAMUI,2001,Kharif,Rice,39.0,65.0,1.6667
Bihar,JAMUI,2002,Winter,Rice,53386.0,70195.0,1.3149
Bihar,JAMUI,2003,Winter,Rice,52784.0,60080.0,1.1382
Bihar,JAMUI,2004,Winter,Rice,48284.0,20970.0,0.4343
Bihar,JAMUI,2005,Winter,Rice,38706.0,16931.0,0.4374
Bihar,JAMUI,2006,Winter,Rice,50289.0,88727.0,1.7643
Bihar,JAMUI,2007,Winter,Rice,43788.0,81148.0,1.8532
Bihar,JAMUI,2008,Winter,Rice,41565.0,71441.0,1.7188
Bihar,JAMUI,2009,Autumn,Rice,23.0,22.0,0.9565
Bihar,JAMUI,2009,Winter,Rice,37662.0,34745.0,0.9225
Bihar,JAMUI,2010,Autumn,Rice,24.0,26.0,1.0833
Bihar,JAMUI,2010,Winter,Rice,35742.0,14950.0,0.4183
Bihar,JAMUI,2011,Autumn,Rice,27.0,43.0,1.5926
Bihar,JAMUI,2011,Winter,Rice,49101.0,102308.0,2.0836
Bihar,JAMUI,2012,Autumn,Rice,24.0,30.0,1.25
Bihar,JAMUI,2012,Winter,Rice,49939.0,73285.0,1.4675
Bihar,JAMUI,2013,Autumn,Rice,23.0,28.0,1.2174
Bihar,JAMUI,2013,Winter,Rice,50321.0,91599.0,1.8203
Bihar,JAMUI,2014,Winter,Rice,42837.0,87453.0,2.0415
Bihar,JEHANABAD,1997,Autumn,Rice,3.0,3.0,1.0
Bihar,JEHANABAD,1997,Summer,Rice,124.0,250.0,2.0161
Bihar,JEHANABAD,1997,Winter,Rice,90101.0,125150.0,1.389
Bihar,JEHANABAD,1998,Summer,Rice,121.0,270.0,2.2314
Bihar,JEHANABAD,1998,Winter,Rice,87698.0,154640.0,1.7633
Bihar,JEHANABAD,1999,Kharif,Rice,3.0,3.0,1.0
Bihar,JEHANABAD,1999,Summer,Rice,52.0,66.0,1.2692
Bihar,JEHANABAD,2000,Autumn,Rice,86255.0,134076.0,1.5544
Bihar,JEHANABAD,2000,Kharif,Rice,3.0,4.0,1.3333
Bihar,JEHANABAD,2000,Summer,Rice,37.0,53.0,1.4324
Bihar,JEHANABAD,2001,Autumn,Rice,84038.0,163470.0,1.9452
Bihar,JEHANABAD,2001,Kharif,Rice,2.0,3.0,1.5
Bihar,JEHANABAD,2001,Summer,Rice,3.0,3.0,1.0
Bihar,JEHANABAD,2002,Autumn,Rice,177.0,194.0,1.096
Bihar,JEHANABAD,2002,Summer,Rice,2.0,3.0,1.5
Bihar,JEHANABAD,2002,Winter,Rice,61161.0,100482.0,1.6429
Bihar,JEHANABAD,2003,Winter,Rice,44571.0,80925.0,1.8156
Bihar,JEHANABAD,2004,Winter,Rice,34334.0,13230.0,0.3853
Bihar,JEHANABAD,2005,Winter,Rice,46362.0,41425.0,0.8935
Bihar,JEHANABAD,2006,Summer,Rice,7.0,9.0,1.2857
Bihar,JEHANABAD,2006,Winter,Rice,84713.0,156034.0,1.8419
Bihar,JEHANABAD,2007,Summer,Rice,2.0,2.0,1.0
Bihar,JEHANABAD,2007,Winter,Rice,52706.0,91399.0,1.7341
Bihar,JEHANABAD,2008,Winter,Rice,57835.0,145344.0,2.5131
Bihar,JEHANABAD,2009,Winter,Rice,11333.0,19179.0,1.6923
Bihar,JEHANABAD,2010,Winter,Rice,11502.0,15067.0,1.3099
Bihar,JEHANABAD,2011,Winter,Rice,53698.0,151552.0,2.8223
Bihar,JEHANABAD,2012,Winter,Rice,54368.0,207869.0,3.8234
Bihar,JEHANABAD,2013,Winter,Rice,42526.0,118972.0,2.7976
Bihar,JEHANABAD,2014,Winter,Rice,35877.0,118140.0,3.2929
Bihar,KAIMUR (BHABUA),1997,Autumn,Rice,367.0,395.0,1.0763
Bihar,KAIMUR (BHABUA),1997,Winter,Rice,108363.0,216228.0,1.9954
Bihar,KAIMUR (BHABUA),1998,Winter,Rice,105981.0,252765.0,2.385
Bihar,KAIMUR (BHABUA),1999,Kharif,Rice,400.0,426.0,1.065
Bihar,KAIMUR (BHABUA),2000,Autumn,Rice,99126.0,192768.0,1.9447
Bihar,KAIMUR (BHABUA),2000,Kharif,Rice,374.0,461.0,1.2326
Bihar,KAIMUR (BHABUA),2001,Autumn,Rice,108386.0,271151.0,2.5017
Bihar,KAIMUR (BHABUA),2001,Summer,Rice,287.0,327.0,1.1394
Bihar,KAIMUR (BHABUA),2002,Autumn,Rice,129.0,141.0,1.093
Bihar,KAIMUR (BHABUA),2002,Winter,Rice,93964.0,246742.0,2.6259
Bihar,KAIMUR (BHABUA),2003,Autumn,Rice,150.0,181.0,1.2067
Bihar,KAIMUR (BHABUA),2003,Winter,Rice,109797.0,341697.0,3.1121
Bihar,KAIMUR (BHABUA),2004,Autumn,Rice,122.0,108.0,0.8852
Bihar,KAIMUR (BHABUA),2004,Winter,Rice,95185.0,137737.0,1.447
Bihar,KAIMUR (BHABUA),2005,Autumn,Rice,15.0,17.0,1.1333
Bihar,KAIMUR (BHABUA),2005,Winter,Rice,108086.0,225392.0,2.0853
Bihar,KAIMUR (BHABUA),2006,Winter,Rice,133136.0,310928.0,2.3354
Bihar,KAIMUR (BHABUA),2007,Autumn,Rice,82.0,58.0,0.7073
Bihar,KAIMUR (BHABUA),2007,Winter,Rice,133060.0,318882.0,2.3965
Bihar,KAIMUR (BHABUA),2008,Autumn,Rice,530.0,707.0,1.334
Bihar,KAIMUR (BHABUA),2008,Winter,Rice,135952.0,266528.0,1.9605
Bihar,KAIMUR (BHABUA),2009,Autumn,Rice,703.0,668.0,0.9502
Bihar,KAIMUR (BHABUA),2009,Winter,Rice,80977.0,89046.0,1.0996
Bihar,KAIMUR (BHABUA),2010,Autumn,Rice,213.0,221.0,1.0376
Bihar,KAIMUR (BHABUA),2010,Winter,Rice,94628.0,171037.0,1.8075
Bihar,KAIMUR (BHABUA),2011,Winter,Rice,110903.0,387340.0,3.4926
Bihar,KAIMUR (BHABUA),2012,Winter,Rice,102114.0,393863.0,3.8571
Bihar,KAIMUR (BHABUA),2013,Winter,Rice,115422.0,380460.0,3.2963
Bihar,KAIMUR (BHABUA),2014,Winter,Rice,102380.0,281879.0,2.7533
Bihar,KATIHAR,1997,Autumn,Rice,21370.0,24893.0,1.1649
Bihar,KATIHAR,1997,Summer,Rice,36882.0,74067.0,2.0082
Bihar,KATIHAR,1997,Winter,Rice,70067.0,82310.0,1.1747
Bihar,KATIHAR,1998,Summer,Rice,44803.0,120495.0,2.6894
Bihar,KATIHAR,1998,Winter,Rice,60879.0,41742.0,0.6857
Bihar,KATIHAR,1999,Kharif,Rice,17168.0,9117.0,0.531
Bihar,KATIHAR,1999,Summer,Rice,42647.0,106762.0,2.5034
Bihar,KATIHAR,2000,Autumn,Rice,72621.0,73068.0,1.0062
Bihar,KATIHAR,2000,Kharif,Rice,12469.0,12868.0,1.032
Bihar,KATIHAR,2000,Summer,Rice,40107.0,74376.0,1.8544
Bihar,KATIHAR,2001,Autumn,Rice,74419.0,86446.0,1.1616
Bihar,KATIHAR,2001,Kharif,Rice,39998.0,80525.0,2.0132
Bihar,KATIHAR,2001,Summer,Rice,11394.0,9235.0,0.8105
Bihar,KATIHAR,2002,Autumn,Rice,11413.0,10710.0,0.9384
Bihar,KATIHAR,2002,Summer,Rice,43555.0,78797.0,1.8091
Bihar,KATIHAR,2002,Winter,Rice,75881.0,78968.0,1.0407
Bihar,KATIHAR,2003,Autumn,Rice,11522.0,6698.0,0.5813
Bihar,KATIHAR,2003,Summer,Rice,39255.0,65936.0,1.6797
Bihar,KATIHAR,2003,Winter,Rice,76062.0,82863.0,1.0894
Bihar,KATIHAR,2004,Autumn,Rice,11095.0,6285.0,0.5665
Bihar,KATIHAR,2004,Summer,Rice,39516.0,63239.0,1.6003
Bihar,KATIHAR,2004,Winter,Rice,65993.0,36149.0,0.5478
Bihar,KATIHAR,2005,Autumn,Rice,11574.0,7743.0,0.669
Bihar,KATIHAR,2005,Summer,Rice,36111.0,79751.0,2.2085
Bihar,KATIHAR,2005,Winter,Rice,65032.0,59736.0,0.9186
Bihar,KATIHAR,2006,Autumn,Rice,9166.0,7342.0,0.801
Bihar,KATIHAR,2006,Summer,Rice,33284.0,47014.0,1.4125
Bihar,KATIHAR,2006,Winter,Rice,64041.0,84543.0,1.3201
Bihar,KATIHAR,2007,Autumn,Rice,8779.0,6005.0,0.684
Bihar,KATIHAR,2007,Summer,Rice,35272.0,61735.0,1.7503
Bihar,KATIHAR,2007,Winter,Rice,62044.0,21406.0,0.345
Bihar,KATIHAR,2008,Autumn,Rice,9546.0,8285.0,0.8679
Bihar,KATIHAR,2008,Summer,Rice,32726.0,60737.0,1.8559
Bihar,KATIHAR,2008,Winter,Rice,62048.0,75183.0,1.2117
Bihar,KATIHAR,2009,Autumn,Rice,9617.0,10355.0,1.0767
Bihar,KATIHAR,2009,Summer,Rice,32337.0,83316.0,2.5765
Bihar,KATIHAR,2009,Winter,Rice,59594.0,77367.0,1.2982
Bihar,KATIHAR,2010,Autumn,Rice,11293.0,12850.0,1.1379
Bihar,KATIHAR,2010,Summer,Rice,28956.0,59206.0,2.0447
Bihar,KATIHAR,2010,Winter,Rice,54686.0,77074.0,1.4094
Bihar,KATIHAR,2011,Autumn,Rice,13886.0,24471.0,1.7623
Bihar,KATIHAR,2011,Summer,Rice,27002.0,50404.0,1.8667
Bihar,KATIHAR,2011,Winter,Rice,62759.0,134098.0,2.1367
Bihar,KATIHAR,2012,Autumn,Rice,13609.0,32194.0,2.3656
Bihar,KATIHAR,2012,Summer,Rice,28859.0,86172.0,2.986
Bihar,KATIHAR,2012,Winter,Rice,58252.0,204658.0,3.5133
Bihar,KATIHAR,2013,Autumn,Rice,13686.0,33142.0,2.4216
Bihar,KATIHAR,2013,Summer,Rice,29028.0,76672.0,2.6413
Bihar,KATIHAR,2013,Winter,Rice,58294.0,172303.0,2.9558
Bihar,KATIHAR,2014,Autumn,Rice,20966.0,56210.0,2.681
Bihar,KATIHAR,2014,Summer,Rice,28477.0,69243.0,2.4315
Bihar,KATIHAR,2014,Winter,Rice,56511.0,154124.0,2.7273
Bihar,KHAGARIA,1997,Autumn,Rice,6967.0,4272.0,0.6132
Bihar,KHAGARIA,1997,Summer,Rice,302.0,521.0,1.7252
Bihar,KHAGARIA,1997,Winter,Rice,16316.0,18960.0,1.162
Bihar,KHAGARIA,1998,Summer,Rice,441.0,670.0,1.5193
Bihar,KHAGARIA,1998,Winter,Rice,20347.0,4533.0,0.2228
Bihar,KHAGARIA,1999,Kharif,Rice,6720.0,5465.0,0.8132
Bihar,KHAGARIA,1999,Summer,Rice,917.0,1387.0,1.5125
Bihar,KHAGARIA,2000,Autumn,Rice,17414.0,8412.0,0.4831
Bihar,KHAGARIA,2000,Kharif,Rice,4379.0,1819.0,0.4154
Bihar,KHAGARIA,2000,Summer,Rice,3092.0,4484.0,1.4502
Bihar,KHAGARIA,2001,Autumn,Rice,19260.0,8781.0,0.4559
Bihar,KHAGARIA,2001,Kharif,Rice,1001.0,1670.0,1.6683
Bihar,KHAGARIA,2001,Summer,Rice,8029.0,4368.0,0.544
Bihar,KHAGARIA,2002,Autumn,Rice,8408.0,2289.0,0.2722
Bihar,KHAGARIA,2002,Summer,Rice,1806.0,2626.0,1.454
Bihar,KHAGARIA,2002,Winter,Rice,16069.0,1062.0,0.0661
Bihar,KHAGARIA,2003,Autumn,Rice,6549.0,4869.0,0.7435
Bihar,KHAGARIA,2003,Summer,Rice,1987.0,2664.0,1.3407
Bihar,KHAGARIA,2003,Winter,Rice,15032.0,14635.0,0.9736
Bihar,KHAGARIA,2004,Autumn,Rice,7308.0,501.0,0.0686
Bihar,KHAGARIA,2004,Summer,Rice,1909.0,2998.0,1.5705
Bihar,KHAGARIA,2004,Winter,Rice,11059.0,1657.0,0.1498
Bihar,KHAGARIA,2005,Autumn,Rice,7528.0,7310.0,0.971
Bihar,KHAGARIA,2005,Summer,Rice,294.0,333.0,1.1327
Bihar,KHAGARIA,2005,Winter,Rice,11431.0,12223.0,1.0693
Bihar,KHAGARIA,2006,Autumn,Rice,8648.0,7371.0,0.8523
Bihar,KHAGARIA,2006,Summer,Rice,288.0,396.0,1.375
Bihar,KHAGARIA,2006,Winter,Rice,13281.0,11365.0,0.8557
Bihar,KHAGARIA,2007,Autumn,Rice,9673.0,527.0,0.0545
Bihar,KHAGARIA,2007,Summer,Rice,77.0,89.0,1.1558
Bihar,KHAGARIA,2007,Winter,Rice,15832.0,3532.0,0.2231
Bihar,KHAGARIA,2008,Autumn,Rice,9388.0,6678.0,0.7113
Bihar,KHAGARIA,2008,Summer,Rice,70.0,113.0,1.6143
Bihar,KHAGARIA,2008,Winter,Rice,14170.0,5434.0,0.3835
Bihar,KHAGARIA,2009,Autumn,Rice,9400.0,6779.0,0.7212
Bihar,KHAGARIA,2009,Summer,Rice,74.0,96.0,1.2973
Bihar,KHAGARIA,2009,Winter,Rice,14841.0,2314.0,0.1559
Bihar,KHAGARIA,2010,Autumn,Rice,9487.0,7594.0,0.8005
Bihar,KHAGARIA,2010,Summer,Rice,73.0,138.0,1.8904
Bihar,KHAGARIA,2010,Winter,Rice,15034.0,5670.0,0.3771
Bihar,KHAGARIA,2011,Autumn,Rice,9386.0,9263.0,0.9869
Bihar,KHAGARIA,2011,Summer,Rice,91.0,137.0,1.5055
Bihar,KHAGARIA,2011,Winter,Rice,10968.0,20628.0,1.8807
Bihar,KHAGARIA,2012,Autumn,Rice,7524.0,9400.0,1.2493
Bihar,KHAGARIA,2012,Summer,Rice,91.0,209.0,2.2967
Bihar,KHAGARIA,2012,Winter,Rice,12914.0,28515.0,2.2081
Bihar,KHAGARIA,2013,Autumn,Rice,10098.0,6789.0,0.6723
Bihar,KHAGARIA,2013,Summer,Rice,206.0,477.0,2.3155
Bihar,KHAGARIA,2013,Winter,Rice,11452.0,15872.0,1.386
Bihar,KHAGARIA,2014,Autumn,Rice,10094.0,9540.0,0.9451
Bihar,KHAGARIA,2014,Summer,Rice,208.0,427.0,2.0529
Bihar,KHAGARIA,2014,Winter,Rice,13476.0,29511.0,2.1899
Bihar,KISHANGANJ,1997,Autumn,Rice,12838.0,10254.0,0.7987
Bihar,KISHANGANJ,1997,Summer,Rice,9144.0,20521.0,2.2442
Bihar,KISHANGANJ,1997,Winter,Rice,75467.0,86418.0,1.1451
Bihar,KISHANGANJ,1998,Summer,Rice,9147.0,18918.0,2.0682
Bihar,KISHANGANJ,1998,Winter,Rice,75297.0,65786.0,0.8737
Bihar,KISHANGANJ,1999,Kharif,Rice,8165.0,7408.0,0.9073
Bihar,KISHANGANJ,1999,Summer,Rice,10291.0,17542.0,1.7046
Bihar,KISHANGANJ,2000,Autumn,Rice,82062.0,94270.0,1.1488
Bihar,KISHANGANJ,2000,Kharif,Rice,19197.0,20153.0,1.0498
Bihar,KISHANGANJ,2000,Summer,Rice,11716.0,16161.0,1.3794
Bihar,KISHANGANJ,2001,Autumn,Rice,76335.0,71635.0,0.9384
Bihar,KISHANGANJ,2001,Kharif,Rice,11836.0,21144.0,1.7864
Bihar,KISHANGANJ,2001,Summer,Rice,7712.0,5563.0,0.7213
Bihar,KISHANGANJ,2002,Autumn,Rice,5944.0,4360.0,0.7335
Bihar,KISHANGANJ,2002,Summer,Rice,11262.0,17451.0,1.5495
Bihar,KISHANGANJ,2002,Winter,Rice,70170.0,71989.0,1.0259
Bihar,KISHANGANJ,2003,Autumn,Rice,5554.0,4586.0,0.8257
Bihar,KISHANGANJ,2003,Summer,Rice,11110.0,13473.0,1.2127
Bihar,KISHANGANJ,2003,Winter,Rice,86029.0,128719.0,1.4962
Bihar,KISHANGANJ,2004,Autumn,Rice,5045.0,4865.0,0.9643
Bihar,KISHANGANJ,2004,Summer,Rice,10919.0,15127.0,1.3854
Bihar,KISHANGANJ,2004,Winter,Rice,86634.0,51261.0,0.5917
Bihar,KISHANGANJ,2005,Autumn,Rice,3915.0,3947.0,1.0082
Bihar,KISHANGANJ,2005,Summer,Rice,11507.0,16005.0,1.3909
Bihar,KISHANGANJ,2005,Winter,Rice,87123.0,77932.0,0.8945
Bihar,KISHANGANJ,2006,Autumn,Rice,3127.0,2219.0,0.7096
Bihar,KISHANGANJ,2006,Summer,Rice,10881.0,14764.0,1.3569
Bihar,KISHANGANJ,2006,Winter,Rice,68760.0,58612.0,0.8524
Bihar,KISHANGANJ,2007,Autumn,Rice,3003.0,1986.0,0.6613
