state,district,crop,season,year,geographic_level,final_yield_t_ha,yield_valid,yield_source_name,yield_source_url,yield_retrieved_date,district_id,canonical_district_name,administrative_boundary_notes,season_window_start,prediction_cutoff_date,weather_available,weather_source,weather_precip_mm_sum,weather_humidity_pct_mean,weather_wind_speed_ms_mean,weather_days_observed,weather_days_expected,satellite_available,satellite_source,satellite_ndvi_mean,satellite_evi_mean,satellite_ndwi_mean,satellite_scenes_observed,satellite_date_range_coverage,soil_available,soil_phh2o,soil_soc,soil_clay,soil_sand,soil_nitrogen,soil_source,rejection_reason,weather_temp_c_mean,dataset_version
Andhra Pradesh,SPSR NELLORE,Rice,Kharif,1997,district,2.6201,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,1997-06-01,1997-11-30,False,,,,,0,183,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Rabi,1997,district,2.9907,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,1997-11-01,1998-04-30,False,,,,,0,181,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Kharif,1998,district,2.9843,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,1998-06-01,1998-11-30,False,,,,,0,183,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Rabi,1998,district,2.9585,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,1998-11-01,1999-04-30,False,,,,,0,181,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Kharif,1999,district,2.9867,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,1999-06-01,1999-11-30,False,,,,,0,183,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Rabi,1999,district,2.6714,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,1999-11-01,2000-04-30,False,,,,,0,182,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Kharif,2000,district,3.117,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,2000-06-01,2000-11-30,False,,,,,0,183,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Rabi,2000,district,2.766,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,2000-11-01,2001-04-30,False,,,,,0,181,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Kharif,2001,district,3.161,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,2001-06-01,2001-11-30,False,,,,,0,183,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Rabi,2001,district,3.392,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,2001-11-01,2002-04-30,False,,,,,0,181,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Kharif,2002,district,3.28,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,2002-06-01,2002-11-30,False,,,,,0,183,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Rabi,2002,district,3.014,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,2002-11-01,2003-04-30,False,,,,,0,181,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Kharif,2003,district,2.782,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,2003-06-01,2003-11-30,False,,,,,0,183,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Rabi,2003,district,2.659,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,2003-11-01,2004-04-30,False,,,,,0,182,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Kharif,2004,district,2.92,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,2004-06-01,2004-11-30,False,,,,,0,183,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Rabi,2004,district,3.446,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,2004-11-01,2005-04-30,False,,,,,0,181,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Kharif,2005,district,3.06,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,2005-06-01,2005-11-30,False,,,,,0,183,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Rabi,2005,district,3.763,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,2005-11-01,2006-04-30,False,,,,,0,181,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Kharif,2006,district,3.283,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,2006-06-01,2006-11-30,False,,,,,0,183,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Rabi,2006,district,3.627,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,2006-11-01,2007-04-30,False,,,,,0,181,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Kharif,2007,district,3.5217,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,2007-06-01,2007-11-30,False,,,,,0,183,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Rabi,2007,district,3.6968,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,2007-11-01,2008-04-30,False,,,,,0,182,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Kharif,2008,district,3.584,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,2008-06-01,2008-11-30,False,,,,,0,183,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Rabi,2008,district,3.977,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,2008-11-01,2009-04-30,False,,,,,0,181,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Kharif,2009,district,3.244,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,2009-06-01,2009-11-30,False,,,,,0,183,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Rabi,2009,district,3.939,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,2009-11-01,2010-04-30,False,,,,,0,181,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Kharif,2010,district,3.27,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,2010-06-01,2010-11-30,False,,,,,0,183,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Rabi,2010,district,3.866,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,2010-11-01,2011-04-30,False,,,,,0,181,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Kharif,2011,district,3.6748,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,2011-06-01,2011-11-30,False,,,,,0,183,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Rabi,2011,district,4.151,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,2011-11-01,2012-04-30,False,,,,,0,182,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Kharif,2012,district,3.986,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,2012-06-01,2012-11-30,False,,,,,0,183,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Rabi,2012,district,4.112,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,2012-11-01,2013-04-30,False,,,,,0,181,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Kharif,2013,district,3.581,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,2013-06-01,2013-11-30,False,,,,,0,183,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Rabi,2013,district,4.13,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,2013-11-01,2014-04-30,False,,,,,0,181,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Kharif,2014,district,3.737,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,2014-06-01,2014-11-30,False,,,,,0,183,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Rabi,2014,district,4.126,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,2014-11-01,2015-04-30,False,,,,,0,181,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SPSR NELLORE,Rice,Whole Year,2014,district,4.0254,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD008,Nellore,Matched via documented alias 'Nellore': Renamed from Nellore to Sri Potti Sriramulu (SPSR) Nellore in 2008; GAUL predates the rename.,2014-07-01,2015-06-30,False,,,,,0,365,False,,,,,0,,True,74.0,590.0,313.0,385.0,178.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SRIKAKULAM,Rice,Kharif,1997,district,1.4997,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD009,Srikakulam,No known boundary issue for this district.,1997-06-01,1997-11-30,False,data\raw\weather\districts\D0007_weather_daily.csv,,,,0,183,False,data\raw\satellite\districts\D0007_landsat.csv,,,,0,0.0,True,64.0,308.0,303.0,349.0,173.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SRIKAKULAM,Rice,Rabi,1997,district,3.5,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD009,Srikakulam,No known boundary issue for this district.,1997-11-01,1998-04-30,False,data\raw\weather\districts\D0007_weather_daily.csv,,,,0,181,False,data\raw\satellite\districts\D0007_landsat.csv,,,,0,0.0,True,64.0,308.0,303.0,349.0,173.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SRIKAKULAM,Rice,Kharif,1998,district,1.9069,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD009,Srikakulam,No known boundary issue for this district.,1998-06-01,1998-11-30,False,data\raw\weather\districts\D0007_weather_daily.csv,,,,0,183,False,data\raw\satellite\districts\D0007_landsat.csv,,,,0,0.0,True,64.0,308.0,303.0,349.0,173.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SRIKAKULAM,Rice,Rabi,1998,district,3.75,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD009,Srikakulam,No known boundary issue for this district.,1998-11-01,1999-04-30,False,data\raw\weather\districts\D0007_weather_daily.csv,,,,0,181,False,data\raw\satellite\districts\D0007_landsat.csv,,,,0,0.0,True,64.0,308.0,303.0,349.0,173.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
Andhra Pradesh,SRIKAKULAM,Rice,Kharif,1999,district,1.7115,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD009,Srikakulam,No known boundary issue for this district.,1999-06-01,1999-11-30,False,data\raw\weather\districts\D0007_weather_daily.csv,,,,0,183,False,data\raw\satellite\districts\D0007_landsat.csv,,,,0,0.0,True,64.0,308.0,303.0,349.0,173.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,,experiment1_baseline
