state,district,crop,season,year,geographic_level,final_yield_t_ha,yield_valid,yield_source_name,yield_source_url,yield_retrieved_date,district_id,canonical_district_name,administrative_boundary_notes,season_window_start,prediction_cutoff_date,weather_available,weather_source,weather_precip_mm_sum,weather_humidity_pct_mean,weather_wind_speed_ms_mean,weather_days_observed,weather_days_expected,satellite_available,satellite_source,satellite_ndvi_mean,satellite_evi_mean,satellite_ndwi_mean,satellite_scenes_observed,satellite_date_range_coverage,soil_available,soil_phh2o,soil_soc,soil_clay,soil_sand,soil_nitrogen,soil_source,rejection_reason,weather_temp_c_mean
Andhra Pradesh,KRISHNA,Rice,Rabi,2003,district,2.586,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD005,Krishna,No known boundary issue for this district.,2003-11-01,2004-04-30,True,data\raw\weather\districts\D0004_weather_daily.csv,164.69,68.6,2.102,182,182,True,data\raw\satellite\districts\D0004_landsat.csv,0.4564,0.2959,0.0712,43,1.0,True,66.0,171.0,272.0,374.0,223.0,ISRIC SoilGrids REST API v2.0,,25.942
Andhra Pradesh,KRISHNA,Rice,Kharif,2004,district,3.281,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD005,Krishna,No known boundary issue for this district.,2004-06-01,2004-11-30,True,data\raw\weather\districts\D0004_weather_daily.csv,834.7,73.91,2.458,183,183,True,data\raw\satellite\districts\D0004_landsat.csv,0.5098,0.3471,0.1571,18,1.0,True,66.0,171.0,272.0,374.0,223.0,ISRIC SoilGrids REST API v2.0,,27.655
Andhra Pradesh,KRISHNA,Rice,Rabi,2004,district,3.153,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD005,Krishna,No known boundary issue for this district.,2004-11-01,2005-04-30,True,data\raw\weather\districts\D0004_weather_daily.csv,75.3,65.9,2.074,181,181,True,data\raw\satellite\districts\D0004_landsat.csv,0.45,0.3003,0.0845,39,1.0,True,66.0,171.0,272.0,374.0,223.0,ISRIC SoilGrids REST API v2.0,,26.616
Andhra Pradesh,KRISHNA,Rice,Kharif,2005,district,2.735,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD005,Krishna,No known boundary issue for this district.,2005-06-01,2005-11-30,True,data\raw\weather\districts\D0004_weather_daily.csv,1003.71,73.85,2.399,183,183,True,data\raw\satellite\districts\D0004_landsat.csv,0.4826,0.326,0.1296,14,1.0,True,66.0,171.0,272.0,374.0,223.0,ISRIC SoilGrids REST API v2.0,,28.004
Andhra Pradesh,KRISHNA,Rice,Rabi,2005,district,3.924,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD005,Krishna,No known boundary issue for this district.,2005-11-01,2006-04-30,True,data\raw\weather\districts\D0004_weather_daily.csv,105.42,66.51,1.785,181,181,True,data\raw\satellite\districts\D0004_landsat.csv,0.4891,0.3138,0.1036,39,1.0,True,66.0,171.0,272.0,374.0,223.0,ISRIC SoilGrids REST API v2.0,,26.162
Andhra Pradesh,KRISHNA,Rice,Kharif,2006,district,2.073,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD005,Krishna,No known boundary issue for this district.,2006-06-01,2006-11-30,True,data\raw\weather\districts\D0004_weather_daily.csv,1162.39,74.53,2.452,183,183,True,data\raw\satellite\districts\D0004_landsat.csv,0.5916,0.3995,0.2338,17,1.0,True,66.0,171.0,272.0,374.0,223.0,ISRIC SoilGrids REST API v2.0,,27.987
Andhra Pradesh,KRISHNA,Rice,Rabi,2006,district,3.749,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD005,Krishna,No known boundary issue for this district.,2006-11-01,2007-04-30,True,data\raw\weather\districts\D0004_weather_daily.csv,115.01,68.97,1.937,181,181,True,data\raw\satellite\districts\D0004_landsat.csv,0.4536,0.3031,0.0979,53,1.0,True,66.0,171.0,272.0,374.0,223.0,ISRIC SoilGrids REST API v2.0,,26.186
Andhra Pradesh,KRISHNA,Rice,Kharif,2007,district,3.6169,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD005,Krishna,No known boundary issue for this district.,2007-06-01,2007-11-30,True,data\raw\weather\districts\D0004_weather_daily.csv,1233.32,77.56,2.276,183,183,True,data\raw\satellite\districts\D0004_landsat.csv,0.5458,0.3714,0.1962,9,1.0,True,66.0,171.0,272.0,374.0,223.0,ISRIC SoilGrids REST API v2.0,,27.437
Andhra Pradesh,KRISHNA,Rice,Rabi,2007,district,3.7766,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD005,Krishna,No known boundary issue for this district.,2007-11-01,2008-04-30,True,data\raw\weather\districts\D0004_weather_daily.csv,183.11,68.8,1.754,182,182,True,data\raw\satellite\districts\D0004_landsat.csv,0.4982,0.3266,0.1323,33,1.0,True,66.0,171.0,272.0,374.0,223.0,ISRIC SoilGrids REST API v2.0,,26.148
Andhra Pradesh,KRISHNA,Rice,Kharif,2008,district,3.503,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD005,Krishna,No known boundary issue for this district.,2008-06-01,2008-11-30,True,data\raw\weather\districts\D0004_weather_daily.csv,914.08,74.24,2.28,183,183,True,data\raw\satellite\districts\D0004_landsat.csv,0.5377,0.368,0.212,18,1.0,True,66.0,171.0,272.0,374.0,223.0,ISRIC SoilGrids REST API v2.0,,27.964
Andhra Pradesh,KRISHNA,Rice,Rabi,2008,district,3.878,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD005,Krishna,No known boundary issue for this district.,2008-11-01,2009-04-30,True,data\raw\weather\districts\D0004_weather_daily.csv,108.16,66.65,1.888,181,181,True,data\raw\satellite\districts\D0004_landsat.csv,0.4677,0.312,0.1197,52,1.0,True,66.0,171.0,272.0,374.0,223.0,ISRIC SoilGrids REST API v2.0,,26.859
Andhra Pradesh,KRISHNA,Rice,Kharif,2009,district,3.437,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD005,Krishna,No known boundary issue for this district.,2009-06-01,2009-11-30,True,data\raw\weather\districts\D0004_weather_daily.csv,781.29,69.38,2.425,183,183,True,data\raw\satellite\districts\D0004_landsat.csv,0.5596,0.3836,0.2023,13,1.0,True,66.0,171.0,272.0,374.0,223.0,ISRIC SoilGrids REST API v2.0,,29.082
Andhra Pradesh,KRISHNA,Rice,Rabi,2009,district,3.919,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD005,Krishna,No known boundary issue for this district.,2009-11-01,2010-04-30,True,data\raw\weather\districts\D0004_weather_daily.csv,137.0,68.57,2.151,181,181,True,data\raw\satellite\districts\D0004_landsat.csv,0.4893,0.336,0.1405,27,1.0,True,66.0,171.0,272.0,374.0,223.0,ISRIC SoilGrids REST API v2.0,,26.961
Andhra Pradesh,KRISHNA,Rice,Kharif,2010,district,2.7769,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD005,Krishna,No known boundary issue for this district.,2010-06-01,2010-11-30,True,data\raw\weather\districts\D0004_weather_daily.csv,1347.54,80.63,2.159,183,183,True,data\raw\satellite\districts\D0004_landsat.csv,0.4471,0.2968,0.1121,4,1.0,True,66.0,171.0,272.0,374.0,223.0,ISRIC SoilGrids REST API v2.0,,27.652
Andhra Pradesh,KRISHNA,Rice,Rabi,2010,district,3.871,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD005,Krishna,No known boundary issue for this district.,2010-11-01,2011-04-30,True,data\raw\weather\districts\D0004_weather_daily.csv,299.48,71.64,1.865,181,181,True,data\raw\satellite\districts\D0004_landsat.csv,0.5145,0.3394,0.1312,24,1.0,True,66.0,171.0,272.0,374.0,223.0,ISRIC SoilGrids REST API v2.0,,25.608
Andhra Pradesh,KRISHNA,Rice,Kharif,2011,district,3.7291,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD005,Krishna,No known boundary issue for this district.,2011-06-01,2011-11-30,True,data\raw\weather\districts\D0004_weather_daily.csv,681.23,71.79,2.396,183,183,True,data\raw\satellite\districts\D0004_landsat.csv,0.5835,0.3895,0.2177,17,1.0,True,66.0,171.0,272.0,374.0,223.0,ISRIC SoilGrids REST API v2.0,,28.335
Andhra Pradesh,KRISHNA,Rice,Rabi,2011,district,3.416,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD005,Krishna,No known boundary issue for this district.,2011-11-01,2012-04-30,True,data\raw\weather\districts\D0004_weather_daily.csv,44.38,64.15,2.059,182,182,True,data\raw\satellite\districts\D0004_landsat.csv,0.4454,0.3003,0.0904,27,1.0,True,66.0,171.0,272.0,374.0,223.0,ISRIC SoilGrids REST API v2.0,,26.718
Andhra Pradesh,KRISHNA,Rice,Kharif,2012,district,3.588,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD005,Krishna,No known boundary issue for this district.,2012-06-01,2012-11-30,True,data\raw\weather\districts\D0004_weather_daily.csv,817.37,73.73,2.32,183,183,True,data\raw\satellite\districts\D0004_landsat.csv,0.5496,0.3715,0.1769,10,1.0,True,66.0,171.0,272.0,374.0,223.0,ISRIC SoilGrids REST API v2.0,,28.002
Andhra Pradesh,KRISHNA,Rice,Rabi,2012,district,3.717,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD005,Krishna,No known boundary issue for this district.,2012-11-01,2013-04-30,False,data\raw\weather\districts\D0004_weather_daily.csv,,,,0,181,False,data\raw\satellite\districts\D0004_landsat.csv,,,,5,0.337,True,66.0,171.0,272.0,374.0,223.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,
Andhra Pradesh,KRISHNA,Rice,Kharif,2013,district,2.925,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD005,Krishna,No known boundary issue for this district.,2013-06-01,2013-11-30,False,data\raw\weather\districts\D0004_weather_daily.csv,,,,0,183,False,data\raw\satellite\districts\D0004_landsat.csv,,,,0,0.0,True,66.0,171.0,272.0,374.0,223.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,
Andhra Pradesh,KRISHNA,Rice,Rabi,2013,district,4.065,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD005,Krishna,No known boundary issue for this district.,2013-11-01,2014-04-30,False,data\raw\weather\districts\D0004_weather_daily.csv,,,,0,181,False,data\raw\satellite\districts\D0004_landsat.csv,,,,0,0.0,True,66.0,171.0,272.0,374.0,223.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,
Andhra Pradesh,KRISHNA,Rice,Kharif,2014,district,3.354,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD005,Krishna,No known boundary issue for this district.,2014-06-01,2014-11-30,False,data\raw\weather\districts\D0004_weather_daily.csv,,,,0,183,False,data\raw\satellite\districts\D0004_landsat.csv,,,,0,0.0,True,66.0,171.0,272.0,374.0,223.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,
Andhra Pradesh,KRISHNA,Rice,Rabi,2014,district,3.973,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD005,Krishna,No known boundary issue for this district.,2014-11-01,2015-04-30,False,data\raw\weather\districts\D0004_weather_daily.csv,,,,0,181,False,data\raw\satellite\districts\D0004_landsat.csv,,,,0,0.0,True,66.0,171.0,272.0,374.0,223.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,
Andhra Pradesh,KRISHNA,Rice,Whole Year,2014,district,3.4675,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD005,Krishna,No known boundary issue for this district.,2014-07-01,2015-06-30,False,data\raw\weather\districts\D0004_weather_daily.csv,,,,0,365,False,data\raw\satellite\districts\D0004_landsat.csv,,,,0,0.0,True,66.0,171.0,272.0,374.0,223.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,
Andhra Pradesh,KURNOOL,Rice,Kharif,1997,district,2.6682,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD006,Kurnool,No known boundary issue for this district.,1997-06-01,1997-11-30,False,data\raw\weather\districts\D0005_weather_daily.csv,,,,0,183,False,data\raw\satellite\districts\D0005_landsat.csv,,,,0,0.0,True,72.0,291.0,327.0,374.0,130.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,
Andhra Pradesh,KURNOOL,Rice,Rabi,1997,district,2.6556,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD006,Kurnool,No known boundary issue for this district.,1997-11-01,1998-04-30,False,data\raw\weather\districts\D0005_weather_daily.csv,,,,0,181,False,data\raw\satellite\districts\D0005_landsat.csv,,,,0,0.0,True,72.0,291.0,327.0,374.0,130.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,
Andhra Pradesh,KURNOOL,Rice,Kharif,1998,district,2.9521,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD006,Kurnool,No known boundary issue for this district.,1998-06-01,1998-11-30,False,data\raw\weather\districts\D0005_weather_daily.csv,,,,0,183,False,data\raw\satellite\districts\D0005_landsat.csv,,,,0,0.0,True,72.0,291.0,327.0,374.0,130.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,
Andhra Pradesh,KURNOOL,Rice,Rabi,1998,district,2.1292,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD006,Kurnool,No known boundary issue for this district.,1998-11-01,1999-04-30,False,data\raw\weather\districts\D0005_weather_daily.csv,,,,0,181,False,data\raw\satellite\districts\D0005_landsat.csv,,,,0,0.0,True,72.0,291.0,327.0,374.0,130.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,
Andhra Pradesh,KURNOOL,Rice,Kharif,1999,district,2.7613,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD006,Kurnool,No known boundary issue for this district.,1999-06-01,1999-11-30,False,data\raw\weather\districts\D0005_weather_daily.csv,,,,0,183,False,data\raw\satellite\districts\D0005_landsat.csv,,,,0,0.0,True,72.0,291.0,327.0,374.0,130.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,
Andhra Pradesh,KURNOOL,Rice,Rabi,1999,district,2.8717,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD006,Kurnool,No known boundary issue for this district.,1999-11-01,2000-04-30,True,data\raw\weather\districts\D0005_weather_daily.csv,27.53,44.27,1.755,121,182,True,data\raw\satellite\districts\D0005_landsat.csv,0.2784,0.1753,-0.0942,5,0.665,True,72.0,291.0,327.0,374.0,130.0,ISRIC SoilGrids REST API v2.0,,27.993
Andhra Pradesh,KURNOOL,Rice,Kharif,2000,district,3.299,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD006,Kurnool,No known boundary issue for this district.,2000-06-01,2000-11-30,True,data\raw\weather\districts\D0005_weather_daily.csv,734.82,69.8,2.775,183,183,True,data\raw\satellite\districts\D0005_landsat.csv,0.4729,0.3113,0.0817,9,1.0,True,72.0,291.0,327.0,374.0,130.0,ISRIC SoilGrids REST API v2.0,,25.934
Andhra Pradesh,KURNOOL,Rice,Rabi,2000,district,2.738,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD006,Kurnool,No known boundary issue for this district.,2000-11-01,2001-04-30,True,data\raw\weather\districts\D0005_weather_daily.csv,41.31,48.35,1.804,181,181,True,data\raw\satellite\districts\D0005_landsat.csv,0.3507,0.2257,-0.0329,20,1.0,True,72.0,291.0,327.0,374.0,130.0,ISRIC SoilGrids REST API v2.0,,26.357
Andhra Pradesh,KURNOOL,Rice,Kharif,2001,district,2.792,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD006,Kurnool,No known boundary issue for this district.,2001-06-01,2001-11-30,True,data\raw\weather\districts\D0005_weather_daily.csv,577.77,66.52,3.068,183,183,True,data\raw\satellite\districts\D0005_landsat.csv,0.4291,0.2679,0.044,6,1.0,True,72.0,291.0,327.0,374.0,130.0,ISRIC SoilGrids REST API v2.0,,26.782
Andhra Pradesh,KURNOOL,Rice,Rabi,2001,district,2.582,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD006,Kurnool,No known boundary issue for this district.,2001-11-01,2002-04-30,True,data\raw\weather\districts\D0005_weather_daily.csv,47.12,51.09,1.965,181,181,True,data\raw\satellite\districts\D0005_landsat.csv,0.3581,0.2294,-0.0149,19,1.0,True,72.0,291.0,327.0,374.0,130.0,ISRIC SoilGrids REST API v2.0,,26.482
Andhra Pradesh,KURNOOL,Rice,Kharif,2002,district,2.096,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD006,Kurnool,No known boundary issue for this district.,2002-06-01,2002-11-30,True,data\raw\weather\districts\D0005_weather_daily.csv,461.12,64.32,3.042,183,183,True,data\raw\satellite\districts\D0005_landsat.csv,0.3392,0.2209,-0.0406,13,1.0,True,72.0,291.0,327.0,374.0,130.0,ISRIC SoilGrids REST API v2.0,,26.905
Andhra Pradesh,KURNOOL,Rice,Rabi,2002,district,2.265,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD006,Kurnool,No known boundary issue for this district.,2002-11-01,2003-04-30,True,data\raw\weather\districts\D0005_weather_daily.csv,43.43,48.09,2.083,181,181,True,data\raw\satellite\districts\D0005_landsat.csv,0.2859,0.1877,-0.0705,19,1.0,True,72.0,291.0,327.0,374.0,130.0,ISRIC SoilGrids REST API v2.0,,27.165
Andhra Pradesh,KURNOOL,Rice,Kharif,2003,district,2.907,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD006,Kurnool,No known boundary issue for this district.,2003-06-01,2003-11-30,True,data\raw\weather\districts\D0005_weather_daily.csv,456.69,64.03,3.088,183,183,True,data\raw\satellite\districts\D0005_landsat.csv,0.5106,0.3415,0.084,8,1.0,True,72.0,291.0,327.0,374.0,130.0,ISRIC SoilGrids REST API v2.0,,27.177
Andhra Pradesh,KURNOOL,Rice,Rabi,2003,district,2.291,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD006,Kurnool,No known boundary issue for this district.,2003-11-01,2004-04-30,True,data\raw\weather\districts\D0005_weather_daily.csv,41.99,47.1,2.009,182,182,True,data\raw\satellite\districts\D0005_landsat.csv,0.2797,0.1837,-0.0883,47,1.0,True,72.0,291.0,327.0,374.0,130.0,ISRIC SoilGrids REST API v2.0,,26.907
Andhra Pradesh,KURNOOL,Rice,Kharif,2004,district,3.428,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD006,Kurnool,No known boundary issue for this district.,2004-06-01,2004-11-30,True,data\raw\weather\districts\D0005_weather_daily.csv,512.49,66.74,3.219,183,183,True,data\raw\satellite\districts\D0005_landsat.csv,0.3739,0.2518,0.004,22,1.0,True,72.0,291.0,327.0,374.0,130.0,ISRIC SoilGrids REST API v2.0,,26.399
Andhra Pradesh,KURNOOL,Rice,Rabi,2004,district,3.114,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD006,Kurnool,No known boundary issue for this district.,2004-11-01,2005-04-30,True,data\raw\weather\districts\D0005_weather_daily.csv,79.46,48.86,1.849,181,181,True,data\raw\satellite\districts\D0005_landsat.csv,0.3443,0.2286,-0.0267,56,1.0,True,72.0,291.0,327.0,374.0,130.0,ISRIC SoilGrids REST API v2.0,,26.797
Andhra Pradesh,KURNOOL,Rice,Kharif,2005,district,3.304,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD006,Kurnool,No known boundary issue for this district.,2005-06-01,2005-11-30,True,data\raw\weather\districts\D0005_weather_daily.csv,720.68,70.32,2.969,183,183,True,data\raw\satellite\districts\D0005_landsat.csv,0.3886,0.2548,0.0186,10,1.0,True,72.0,291.0,327.0,374.0,130.0,ISRIC SoilGrids REST API v2.0,,26.258
Andhra Pradesh,KURNOOL,Rice,Rabi,2005,district,3.286,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD006,Kurnool,No known boundary issue for this district.,2005-11-01,2006-04-30,True,data\raw\weather\districts\D0005_weather_daily.csv,96.26,48.78,1.744,181,181,True,data\raw\satellite\districts\D0005_landsat.csv,0.3287,0.2134,-0.0358,50,1.0,True,72.0,291.0,327.0,374.0,130.0,ISRIC SoilGrids REST API v2.0,,26.275
