state,district,year,season,gross_cropped_area_ha,n_crops_grown,non_rice_cropped_area_ha,rice_area_ha,rice_area_share,n_rice_seasons,source_name,source_url,retrieved_date,geographic_level
Andhra Pradesh,WEST GODAVARI,1998,Rabi,222800.0,8,28500.0,194300.0,0.8720825852782765,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,1998,Whole Year,58200.0,2,58200.0,,,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,1999,Kharif,271504.0,11,4421.0,267083.0,0.9837166303258884,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,1999,Rabi,218395.0,10,25018.0,193377.0,0.8854460953776414,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,1999,Whole Year,54802.0,3,54802.0,,,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2000,Kharif,280051.0,16,7150.0,272901.0,0.9744689360152258,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2000,Rabi,235412.0,13,36648.0,198764.0,0.8443239936791668,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2000,Whole Year,118460.0,8,118460.0,,,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2001,Kharif,229263.0,15,6543.0,222720.0,0.9714607241465042,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2001,Rabi,223058.0,13,31578.0,191480.0,0.85843143935658,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2001,Whole Year,128063.0,7,128063.0,,,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2002,Kharif,221623.0,11,7069.0,214554.0,0.9681034910636531,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2002,Rabi,178167.0,13,61093.0,117074.0,0.6571026059820281,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2002,Whole Year,154201.0,22,154201.0,,,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2003,Kharif,245524.0,12,13289.0,232235.0,0.9458749450155586,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2003,Rabi,235782.0,13,57799.0,177983.0,0.7548625425180887,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2003,Whole Year,152617.0,22,152617.0,,,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2004,Kharif,259708.0,12,15473.0,244235.0,0.9404215503565543,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2004,Rabi,223928.0,12,48167.0,175761.0,0.784899610589118,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2004,Whole Year,120228.0,7,120228.0,,,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2005,Kharif,272876.0,13,19355.0,253521.0,0.9290703469707853,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2005,Rabi,234912.0,10,42415.0,192497.0,0.8194430254733688,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2005,Whole Year,128417.0,11,128417.0,,,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2006,Kharif,256062.0,12,10826.0,245236.0,0.9577211769024689,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2006,Rabi,241832.0,10,53028.0,188804.0,0.7807238082635879,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2006,Whole Year,128796.0,10,128796.0,,,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2007,Kharif,264000.0,5,10000.0,254000.0,0.9621212121212122,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2007,Rabi,248000.0,8,56000.0,192000.0,0.7741935483870968,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2007,Whole Year,57000.0,2,57000.0,,,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2008,Kharif,266542.0,9,11098.0,255444.0,0.958363034718731,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2008,Rabi,258920.0,9,63906.0,195014.0,0.7531824501776611,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2008,Whole Year,127309.0,10,127309.0,,,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2009,Kharif,225012.0,11,12125.0,212887.0,0.9461139850319094,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2009,Rabi,197522.0,12,81832.0,115690.0,0.5857069085975233,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2009,Whole Year,106547.0,10,106547.0,,,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2010,Kharif,265075.0,10,8928.0,256147.0,0.9663189663302839,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2010,Rabi,259154.0,9,58785.0,200369.0,0.7731657624424088,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2010,Whole Year,87628.0,10,87628.0,,,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2011,Kharif,280641.0,11,40375.0,240266.0,0.8561329242697966,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2011,Rabi,239473.0,12,115954.0,123519.0,0.5157951000739123,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2011,Whole Year,107286.0,9,107286.0,,,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2012,Kharif,311864.0,19,69032.0,242832.0,0.7786471025831773,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2012,Rabi,277041.0,16,97367.0,179674.0,0.6485466050151422,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2012,Whole Year,20196.0,1,20196.0,,,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2013,Kharif,342255.0,23,101859.0,240396.0,0.7023885699259325,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2013,Rabi,277470.0,16,97247.0,180223.0,0.6495224708977547,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2013,Whole Year,48610.0,3,48610.0,,,2,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2014,Kharif,334777.0,22,103302.0,231475.0,0.6914304148731842,3,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2014,Rabi,279737.0,16,101926.0,177811.0,0.6356363298383839,3,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Andhra Pradesh,WEST GODAVARI,2014,Whole Year,431015.0,2,21729.0,409286.0,0.9495864413071471,3,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,ARIYALUR,2008,Kharif,24574.0,1,0.0,24574.0,1.0,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,ARIYALUR,2008,Whole Year,79602.0,21,79602.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,ARIYALUR,2009,Kharif,26382.0,2,404.0,25978.0,0.9846865286938064,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,ARIYALUR,2009,Whole Year,77553.0,22,77553.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,ARIYALUR,2010,Kharif,54959.0,10,29748.0,25211.0,0.45872377590567515,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,ARIYALUR,2010,Whole Year,7500.0,1,7500.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,ARIYALUR,2011,Kharif,55798.0,7,31701.0,24097.0,0.43186135703788664,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,ARIYALUR,2011,Rabi,3559.0,6,3559.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,ARIYALUR,2011,Whole Year,41792.0,15,41792.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,ARIYALUR,2012,Kharif,52640.0,11,35117.0,17523.0,0.3328837386018237,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,ARIYALUR,2012,Whole Year,7804.0,1,7804.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,ARIYALUR,2013,Kharif,60583.0,13,36146.0,24437.0,0.4033639799943879,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,ARIYALUR,2013,Rabi,6152.0,10,6152.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,ARIYALUR,2013,Whole Year,41388.0,10,41388.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,COIMBATORE,1997,Kharif,17878.0,6,17878.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,COIMBATORE,1997,Whole Year,413169.0,26,394466.0,18703.0,0.04526719090735268,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,COIMBATORE,1998,Kharif,421783.0,16,406749.0,15034.0,0.03564392116325219,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,COIMBATORE,1998,Rabi,4184.0,2,4184.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,COIMBATORE,1998,Whole Year,31054.0,12,31054.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,COIMBATORE,1999,Kharif,195368.0,15,178493.0,16875.0,0.08637545555055076,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,COIMBATORE,1999,Rabi,5173.0,3,5173.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,COIMBATORE,1999,Whole Year,38883.0,11,38883.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,COIMBATORE,2000,Kharif,159902.0,16,147732.0,12170.0,0.07610911683406087,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,COIMBATORE,2000,Rabi,2311.0,3,2311.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,COIMBATORE,2000,Whole Year,30746.0,11,30746.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,COIMBATORE,2001,Kharif,123922.0,11,113374.0,10548.0,0.08511805813334195,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,COIMBATORE,2001,Whole Year,13438.0,1,13438.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,COIMBATORE,2002,Kharif,150484.0,18,143907.0,6577.0,0.04370564312485048,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,COIMBATORE,2002,Rabi,4119.0,2,4119.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,COIMBATORE,2002,Whole Year,135295.0,39,135295.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,COIMBATORE,2003,Kharif,174612.0,17,170958.0,3654.0,0.020926396811215723,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,COIMBATORE,2003,Rabi,4627.0,1,4627.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,COIMBATORE,2003,Whole Year,132738.0,43,132738.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,COIMBATORE,2004,Kharif,190583.0,17,183344.0,7239.0,0.03798345077997513,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,COIMBATORE,2004,Rabi,4161.0,2,4161.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,COIMBATORE,2004,Whole Year,121990.0,12,121990.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,COIMBATORE,2005,Kharif,161907.0,17,154501.0,7406.0,0.04574230885631875,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,COIMBATORE,2005,Rabi,4500.0,1,4500.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,COIMBATORE,2005,Whole Year,130644.0,13,130644.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,COIMBATORE,2006,Kharif,6227.0,2,6.0,6221.0,0.9990364541512767,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,COIMBATORE,2006,Rabi,79.0,1,79.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,COIMBATORE,2006,Whole Year,275182.0,30,275182.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,COIMBATORE,2007,Kharif,6485.0,2,6.0,6479.0,0.9990747879722437,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,COIMBATORE,2007,Whole Year,268122.0,28,268122.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,COIMBATORE,2008,Kharif,2581.0,2,8.0,2573.0,0.9969004261913987,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
