state,district,year,season,crop,area_ha
Andhra Pradesh,SPSR NELLORE,2003,Whole Year,Sugarcane,5694.0
Andhra Pradesh,SPSR NELLORE,2003,Whole Year,Sweet potato,85.0
Andhra Pradesh,SPSR NELLORE,2003,Whole Year,Tobacco,11122.0
Andhra Pradesh,SPSR NELLORE,2003,Whole Year,Tomato,87.0
Andhra Pradesh,SPSR NELLORE,2003,Whole Year,Turmeric,91.0
Andhra Pradesh,SPSR NELLORE,2004,Kharif,Arhar/Tur,975.0
Andhra Pradesh,SPSR NELLORE,2004,Kharif,Bajra,1477.0
Andhra Pradesh,SPSR NELLORE,2004,Kharif,Castor seed,8.0
Andhra Pradesh,SPSR NELLORE,2004,Kharif,Cotton(lint),6399.0
Andhra Pradesh,SPSR NELLORE,2004,Kharif,Dry chillies,82.0
Andhra Pradesh,SPSR NELLORE,2004,Kharif,Groundnut,3628.0
Andhra Pradesh,SPSR NELLORE,2004,Kharif,Jowar,18.0
Andhra Pradesh,SPSR NELLORE,2004,Kharif,Maize,55.0
Andhra Pradesh,SPSR NELLORE,2004,Kharif,Moong(Green Gram),1331.0
Andhra Pradesh,SPSR NELLORE,2004,Kharif,Onion,120.0
Andhra Pradesh,SPSR NELLORE,2004,Kharif,Ragi,121.0
Andhra Pradesh,SPSR NELLORE,2004,Kharif,Rice,19326.0
Andhra Pradesh,SPSR NELLORE,2004,Kharif,Sesamum,31757.0
Andhra Pradesh,SPSR NELLORE,2004,Kharif,Sunflower,26420.0
Andhra Pradesh,SPSR NELLORE,2004,Kharif,Urad,9.0
Andhra Pradesh,SPSR NELLORE,2004,Rabi,Arhar/Tur,562.0
Andhra Pradesh,SPSR NELLORE,2004,Rabi,Dry chillies,2746.0
Andhra Pradesh,SPSR NELLORE,2004,Rabi,Gram,3017.0
Andhra Pradesh,SPSR NELLORE,2004,Rabi,Groundnut,7980.0
Andhra Pradesh,SPSR NELLORE,2004,Rabi,Horse-gram,310.0
Andhra Pradesh,SPSR NELLORE,2004,Rabi,Jowar,160.0
Andhra Pradesh,SPSR NELLORE,2004,Rabi,Maize,10.0
Andhra Pradesh,SPSR NELLORE,2004,Rabi,Moong(Green Gram),3882.0
Andhra Pradesh,SPSR NELLORE,2004,Rabi,Onion,3.0
Andhra Pradesh,SPSR NELLORE,2004,Rabi,Other  Rabi pulses,1074.0
Andhra Pradesh,SPSR NELLORE,2004,Rabi,Ragi,362.0
Andhra Pradesh,SPSR NELLORE,2004,Rabi,Rice,167421.0
Andhra Pradesh,SPSR NELLORE,2004,Rabi,Safflower,64.0
Andhra Pradesh,SPSR NELLORE,2004,Rabi,Sesamum,219.0
Andhra Pradesh,SPSR NELLORE,2004,Rabi,Sunflower,25302.0
Andhra Pradesh,SPSR NELLORE,2004,Rabi,Urad,11005.0
Andhra Pradesh,SPSR NELLORE,2004,Whole Year,Banana,458.0
Andhra Pradesh,SPSR NELLORE,2004,Whole Year,Cashewnut,733.0
Andhra Pradesh,SPSR NELLORE,2004,Whole Year,Coconut,536.0
Andhra Pradesh,SPSR NELLORE,2004,Whole Year,Coriander,24.0
Andhra Pradesh,SPSR NELLORE,2004,Whole Year,Sugarcane,5521.0
Andhra Pradesh,SPSR NELLORE,2004,Whole Year,Sweet potato,138.0
Andhra Pradesh,SPSR NELLORE,2004,Whole Year,Tobacco,10375.0
Andhra Pradesh,SPSR NELLORE,2004,Whole Year,Turmeric,118.0
Andhra Pradesh,SPSR NELLORE,2005,Kharif,Arhar/Tur,1967.0
Andhra Pradesh,SPSR NELLORE,2005,Kharif,Bajra,836.0
Andhra Pradesh,SPSR NELLORE,2005,Kharif,Cotton(lint),4428.0
Andhra Pradesh,SPSR NELLORE,2005,Kharif,Dry chillies,282.0
Andhra Pradesh,SPSR NELLORE,2005,Kharif,Groundnut,6420.0
Andhra Pradesh,SPSR NELLORE,2005,Kharif,Jowar,9.0
Andhra Pradesh,SPSR NELLORE,2005,Kharif,Maize,56.0
Andhra Pradesh,SPSR NELLORE,2005,Kharif,Moong(Green Gram),317.0
Andhra Pradesh,SPSR NELLORE,2005,Kharif,Onion,86.0
Andhra Pradesh,SPSR NELLORE,2005,Kharif,Ragi,66.0
Andhra Pradesh,SPSR NELLORE,2005,Kharif,Rice,18036.0
Andhra Pradesh,SPSR NELLORE,2005,Kharif,Sesamum,4149.0
Andhra Pradesh,SPSR NELLORE,2005,Kharif,Urad,118.0
Andhra Pradesh,SPSR NELLORE,2005,Rabi,Dry chillies,1775.0
Andhra Pradesh,SPSR NELLORE,2005,Rabi,Gram,3110.0
Andhra Pradesh,SPSR NELLORE,2005,Rabi,Groundnut,6930.0
Andhra Pradesh,SPSR NELLORE,2005,Rabi,Horse-gram,155.0
Andhra Pradesh,SPSR NELLORE,2005,Rabi,Jowar,49.0
Andhra Pradesh,SPSR NELLORE,2005,Rabi,Maize,24.0
Andhra Pradesh,SPSR NELLORE,2005,Rabi,Moong(Green Gram),5237.0
Andhra Pradesh,SPSR NELLORE,2005,Rabi,Onion,9.0
Andhra Pradesh,SPSR NELLORE,2005,Rabi,Other  Rabi pulses,592.0
Andhra Pradesh,SPSR NELLORE,2005,Rabi,Ragi,117.0
Andhra Pradesh,SPSR NELLORE,2005,Rabi,Rice,189671.0
Andhra Pradesh,SPSR NELLORE,2005,Rabi,Sesamum,350.0
Andhra Pradesh,SPSR NELLORE,2005,Rabi,Urad,18843.0
Andhra Pradesh,SPSR NELLORE,2005,Whole Year,Banana,470.0
Andhra Pradesh,SPSR NELLORE,2005,Whole Year,Cashewnut,662.0
Andhra Pradesh,SPSR NELLORE,2005,Whole Year,Coconut,511.0
Andhra Pradesh,SPSR NELLORE,2005,Whole Year,Coriander,20.0
Andhra Pradesh,SPSR NELLORE,2005,Whole Year,Sugarcane,7790.0
Andhra Pradesh,SPSR NELLORE,2005,Whole Year,Sunflower,15832.0
Andhra Pradesh,SPSR NELLORE,2005,Whole Year,Sweet potato,27.0
Andhra Pradesh,SPSR NELLORE,2005,Whole Year,Tobacco,10759.0
Andhra Pradesh,SPSR NELLORE,2005,Whole Year,Turmeric,165.0
Andhra Pradesh,SPSR NELLORE,2006,Kharif,Arhar/Tur,363.0
Andhra Pradesh,SPSR NELLORE,2006,Kharif,Bajra,488.0
Andhra Pradesh,SPSR NELLORE,2006,Kharif,Cotton(lint),3760.0
Andhra Pradesh,SPSR NELLORE,2006,Kharif,Dry chillies,83.0
Andhra Pradesh,SPSR NELLORE,2006,Kharif,Groundnut,5382.0
Andhra Pradesh,SPSR NELLORE,2006,Kharif,Jowar,5.0
Andhra Pradesh,SPSR NELLORE,2006,Kharif,Maize,28.0
Andhra Pradesh,SPSR NELLORE,2006,Kharif,Moong(Green Gram),726.0
Andhra Pradesh,SPSR NELLORE,2006,Kharif,Onion,46.0
Andhra Pradesh,SPSR NELLORE,2006,Kharif,Ragi,60.0
Andhra Pradesh,SPSR NELLORE,2006,Kharif,Rice,60057.0
Andhra Pradesh,SPSR NELLORE,2006,Kharif,Sesamum,2078.0
Andhra Pradesh,SPSR NELLORE,2006,Kharif,Urad,94.0
Andhra Pradesh,SPSR NELLORE,2006,Rabi,Bajra,54.0
Andhra Pradesh,SPSR NELLORE,2006,Rabi,Dry chillies,2742.0
Andhra Pradesh,SPSR NELLORE,2006,Rabi,Gram,10832.0
Andhra Pradesh,SPSR NELLORE,2006,Rabi,Groundnut,4999.0
Andhra Pradesh,SPSR NELLORE,2006,Rabi,Horse-gram,77.0
Andhra Pradesh,SPSR NELLORE,2006,Rabi,Jowar,125.0
Andhra Pradesh,SPSR NELLORE,2006,Rabi,Maize,128.0
Andhra Pradesh,SPSR NELLORE,2006,Rabi,Moong(Green Gram),3056.0
Andhra Pradesh,SPSR NELLORE,2006,Rabi,Onion,3.0
Andhra Pradesh,SPSR NELLORE,2006,Rabi,Other  Rabi pulses,327.0
Andhra Pradesh,SPSR NELLORE,2006,Rabi,Ragi,134.0
Andhra Pradesh,SPSR NELLORE,2006,Rabi,Rice,181863.0
Andhra Pradesh,SPSR NELLORE,2006,Rabi,Sesamum,205.0
Andhra Pradesh,SPSR NELLORE,2006,Rabi,Urad,31202.0
Andhra Pradesh,SPSR NELLORE,2006,Whole Year,Banana,667.0
Andhra Pradesh,SPSR NELLORE,2006,Whole Year,Cashewnut,674.0
Andhra Pradesh,SPSR NELLORE,2006,Whole Year,Coconut,511.0
Andhra Pradesh,SPSR NELLORE,2006,Whole Year,Sugarcane,10395.0
Andhra Pradesh,SPSR NELLORE,2006,Whole Year,Sunflower,11451.0
Andhra Pradesh,SPSR NELLORE,2006,Whole Year,Sweet potato,135.0
Andhra Pradesh,SPSR NELLORE,2006,Whole Year,Tobacco,11097.0
Andhra Pradesh,SPSR NELLORE,2006,Whole Year,Turmeric,213.0
Andhra Pradesh,SPSR NELLORE,2007,Kharif,Arhar/Tur,1000.0
Andhra Pradesh,SPSR NELLORE,2007,Kharif,Bajra,1000.0
Andhra Pradesh,SPSR NELLORE,2007,Kharif,Cotton(lint),5000.0
Andhra Pradesh,SPSR NELLORE,2007,Kharif,Dry chillies,1000.0
Andhra Pradesh,SPSR NELLORE,2007,Kharif,Groundnut,5000.0
Andhra Pradesh,SPSR NELLORE,2007,Kharif,Moong(Green Gram),1000.0
Andhra Pradesh,SPSR NELLORE,2007,Kharif,Rice,46000.0
Andhra Pradesh,SPSR NELLORE,2007,Kharif,Sesamum,3000.0
Andhra Pradesh,SPSR NELLORE,2007,Kharif,Sunflower,4000.0
Andhra Pradesh,SPSR NELLORE,2007,Kharif,Urad,5000.0
Andhra Pradesh,SPSR NELLORE,2007,Rabi,Dry chillies,2000.0
Andhra Pradesh,SPSR NELLORE,2007,Rabi,Gram,12000.0
Andhra Pradesh,SPSR NELLORE,2007,Rabi,Groundnut,7000.0
Andhra Pradesh,SPSR NELLORE,2007,Rabi,Moong(Green Gram),3000.0
Andhra Pradesh,SPSR NELLORE,2007,Rabi,Rice,188000.0
Andhra Pradesh,SPSR NELLORE,2007,Rabi,Sunflower,9000.0
Andhra Pradesh,SPSR NELLORE,2007,Rabi,Urad,25000.0
Andhra Pradesh,SPSR NELLORE,2007,Whole Year,Sugarcane,10000.0
Andhra Pradesh,SPSR NELLORE,2007,Whole Year,Tobacco,10000.0
Andhra Pradesh,SPSR NELLORE,2008,Kharif,Arhar/Tur,712.0
Andhra Pradesh,SPSR NELLORE,2008,Kharif,Bajra,419.0
Andhra Pradesh,SPSR NELLORE,2008,Kharif,Castor seed,19.0
Andhra Pradesh,SPSR NELLORE,2008,Kharif,Cotton(lint),6879.0
Andhra Pradesh,SPSR NELLORE,2008,Kharif,Dry chillies,49.0
Andhra Pradesh,SPSR NELLORE,2008,Kharif,Groundnut,7147.0
Andhra Pradesh,SPSR NELLORE,2008,Kharif,Horse-gram,4.0
Andhra Pradesh,SPSR NELLORE,2008,Kharif,Jowar,8.0
Andhra Pradesh,SPSR NELLORE,2008,Kharif,Maize,128.0
Andhra Pradesh,SPSR NELLORE,2008,Kharif,Moong(Green Gram),75.0
Andhra Pradesh,SPSR NELLORE,2008,Kharif,Onion,98.0
Andhra Pradesh,SPSR NELLORE,2008,Kharif,Ragi,72.0
Andhra Pradesh,SPSR NELLORE,2008,Kharif,Rice,65233.0
Andhra Pradesh,SPSR NELLORE,2008,Kharif,Sesamum,1623.0
Andhra Pradesh,SPSR NELLORE,2008,Kharif,Urad,319.0
Andhra Pradesh,SPSR NELLORE,2008,Rabi,Arhar/Tur,334.0
Andhra Pradesh,SPSR NELLORE,2008,Rabi,Bajra,37.0
Andhra Pradesh,SPSR NELLORE,2008,Rabi,Dry chillies,1511.0
Andhra Pradesh,SPSR NELLORE,2008,Rabi,Gram,10513.0
Andhra Pradesh,SPSR NELLORE,2008,Rabi,Groundnut,5498.0
Andhra Pradesh,SPSR NELLORE,2008,Rabi,Horse-gram,118.0
Andhra Pradesh,SPSR NELLORE,2008,Rabi,Jowar,42.0
Andhra Pradesh,SPSR NELLORE,2008,Rabi,Maize,544.0
Andhra Pradesh,SPSR NELLORE,2008,Rabi,Moong(Green Gram),2089.0
Andhra Pradesh,SPSR NELLORE,2008,Rabi,Ragi,171.0
Andhra Pradesh,SPSR NELLORE,2008,Rabi,Rice,191854.0
Andhra Pradesh,SPSR NELLORE,2008,Rabi,Sesamum,582.0
Andhra Pradesh,SPSR NELLORE,2008,Rabi,Urad,20487.0
Andhra Pradesh,SPSR NELLORE,2008,Whole Year,Banana,860.0
Andhra Pradesh,SPSR NELLORE,2008,Whole Year,Cashewnut,479.0
Andhra Pradesh,SPSR NELLORE,2008,Whole Year,Coconut,800.0
Andhra Pradesh,SPSR NELLORE,2008,Whole Year,Sugarcane,7825.0
Andhra Pradesh,SPSR NELLORE,2008,Whole Year,Sunflower,9050.0
Andhra Pradesh,SPSR NELLORE,2008,Whole Year,Sweet potato,41.0
Andhra Pradesh,SPSR NELLORE,2008,Whole Year,Tapioca,17.0
Andhra Pradesh,SPSR NELLORE,2008,Whole Year,Tobacco,12182.0
Andhra Pradesh,SPSR NELLORE,2008,Whole Year,Turmeric,98.0
Andhra Pradesh,SPSR NELLORE,2009,Kharif,Arhar/Tur,1846.0
Andhra Pradesh,SPSR NELLORE,2009,Kharif,Bajra,835.0
Andhra Pradesh,SPSR NELLORE,2009,Kharif,Cotton(lint),4567.0
Andhra Pradesh,SPSR NELLORE,2009,Kharif,Dry chillies,23.0
Andhra Pradesh,SPSR NELLORE,2009,Kharif,Groundnut,4568.0
Andhra Pradesh,SPSR NELLORE,2009,Kharif,Maize,177.0
Andhra Pradesh,SPSR NELLORE,2009,Kharif,Moong(Green Gram),116.0
Andhra Pradesh,SPSR NELLORE,2009,Kharif,Onion,112.0
Andhra Pradesh,SPSR NELLORE,2009,Kharif,Ragi,74.0
Andhra Pradesh,SPSR NELLORE,2009,Kharif,Rice,67894.0
Andhra Pradesh,SPSR NELLORE,2009,Kharif,Sesamum,1735.0
Andhra Pradesh,SPSR NELLORE,2009,Kharif,Urad,1422.0
Andhra Pradesh,SPSR NELLORE,2009,Rabi,Arhar/Tur,87.0
Andhra Pradesh,SPSR NELLORE,2009,Rabi,Bajra,29.0
Andhra Pradesh,SPSR NELLORE,2009,Rabi,Dry chillies,1286.0
Andhra Pradesh,SPSR NELLORE,2009,Rabi,Gram,9935.0
Andhra Pradesh,SPSR NELLORE,2009,Rabi,Groundnut,5016.0
Andhra Pradesh,SPSR NELLORE,2009,Rabi,Horse-gram,42.0
Andhra Pradesh,SPSR NELLORE,2009,Rabi,Jowar,27.0
Andhra Pradesh,SPSR NELLORE,2009,Rabi,Maize,647.0
Andhra Pradesh,SPSR NELLORE,2009,Rabi,Moong(Green Gram),2732.0
Andhra Pradesh,SPSR NELLORE,2009,Rabi,Ragi,126.0
Andhra Pradesh,SPSR NELLORE,2009,Rabi,Rice,198993.0
Andhra Pradesh,SPSR NELLORE,2009,Rabi,Sesamum,1164.0
Andhra Pradesh,SPSR NELLORE,2009,Rabi,Urad,25589.0
Andhra Pradesh,SPSR NELLORE,2009,Whole Year,Banana,1196.0
Andhra Pradesh,SPSR NELLORE,2009,Whole Year,Cashewnut,480.0
Andhra Pradesh,SPSR NELLORE,2009,Whole Year,Coconut,800.0
Andhra Pradesh,SPSR NELLORE,2009,Whole Year,Sugarcane,4832.0
Andhra Pradesh,SPSR NELLORE,2009,Whole Year,Sunflower,3883.0
Andhra Pradesh,SPSR NELLORE,2009,Whole Year,Sweet potato,61.0
Andhra Pradesh,SPSR NELLORE,2009,Whole Year,Tobacco,14173.0
Andhra Pradesh,SPSR NELLORE,2009,Whole Year,Turmeric,111.0
Andhra Pradesh,SPSR NELLORE,2010,Kharif,Arhar/Tur,3110.0
Andhra Pradesh,SPSR NELLORE,2010,Kharif,Bajra,1550.0
Andhra Pradesh,SPSR NELLORE,2010,Kharif,Cotton(lint),8255.0
Andhra Pradesh,SPSR NELLORE,2010,Kharif,Dry chillies,7.0
Andhra Pradesh,SPSR NELLORE,2010,Kharif,Groundnut,5840.0
Andhra Pradesh,SPSR NELLORE,2010,Kharif,Maize,53.0
Andhra Pradesh,SPSR NELLORE,2010,Kharif,Moong(Green Gram),1913.0
Andhra Pradesh,SPSR NELLORE,2010,Kharif,Onion,229.0
Andhra Pradesh,SPSR NELLORE,2010,Kharif,Ragi,23.0
Andhra Pradesh,SPSR NELLORE,2010,Kharif,Rice,69873.0
Andhra Pradesh,SPSR NELLORE,2010,Kharif,Sesamum,11031.0
Andhra Pradesh,SPSR NELLORE,2010,Kharif,Urad,2086.0
Andhra Pradesh,SPSR NELLORE,2010,Rabi,Arhar/Tur,363.0
Andhra Pradesh,SPSR NELLORE,2010,Rabi,Bajra,57.0
Andhra Pradesh,SPSR NELLORE,2010,Rabi,Dry chillies,1037.0
Andhra Pradesh,SPSR NELLORE,2010,Rabi,Gram,9512.0
Andhra Pradesh,SPSR NELLORE,2010,Rabi,Groundnut,4437.0
Andhra Pradesh,SPSR NELLORE,2010,Rabi,Horse-gram,17.0
Andhra Pradesh,SPSR NELLORE,2010,Rabi,Jowar,16.0
Andhra Pradesh,SPSR NELLORE,2010,Rabi,Maize,507.0
Andhra Pradesh,SPSR NELLORE,2010,Rabi,Moong(Green Gram),4279.0
Andhra Pradesh,SPSR NELLORE,2010,Rabi,Ragi,68.0
Andhra Pradesh,SPSR NELLORE,2010,Rabi,Rice,200990.0
Andhra Pradesh,SPSR NELLORE,2010,Rabi,Sesamum,453.0
Andhra Pradesh,SPSR NELLORE,2010,Rabi,Urad,34902.0
Andhra Pradesh,SPSR NELLORE,2010,Whole Year,Banana,1278.0
Andhra Pradesh,SPSR NELLORE,2010,Whole Year,Cashewnut,491.0
Andhra Pradesh,SPSR NELLORE,2010,Whole Year,Sugarcane,7172.0
Andhra Pradesh,SPSR NELLORE,2010,Whole Year,Sunflower,2704.0
Andhra Pradesh,SPSR NELLORE,2010,Whole Year,Sweet potato,40.0
Andhra Pradesh,SPSR NELLORE,2010,Whole Year,Tapioca,4.0
Andhra Pradesh,SPSR NELLORE,2010,Whole Year,Tobacco,10863.0
Andhra Pradesh,SPSR NELLORE,2010,Whole Year,Turmeric,153.0
Andhra Pradesh,SPSR NELLORE,2011,Kharif,Arhar/Tur,578.0
Andhra Pradesh,SPSR NELLORE,2011,Kharif,Bajra,604.0
Andhra Pradesh,SPSR NELLORE,2011,Kharif,Castor seed,103.0
Andhra Pradesh,SPSR NELLORE,2011,Kharif,Cotton(lint),16925.0
Andhra Pradesh,SPSR NELLORE,2011,Kharif,Dry chillies,24.0
Andhra Pradesh,SPSR NELLORE,2011,Kharif,Groundnut,7141.0
Andhra Pradesh,SPSR NELLORE,2011,Kharif,Jowar,14.0
Andhra Pradesh,SPSR NELLORE,2011,Kharif,Maize,207.0
Andhra Pradesh,SPSR NELLORE,2011,Kharif,Moong(Green Gram),752.0
Andhra Pradesh,SPSR NELLORE,2011,Kharif,Onion,143.0
Andhra Pradesh,SPSR NELLORE,2011,Kharif,other oilseeds,694.0
Andhra Pradesh,SPSR NELLORE,2011,Kharif,Ragi,28.0
Andhra Pradesh,SPSR NELLORE,2011,Kharif,Rice,53137.0
Andhra Pradesh,SPSR NELLORE,2011,Kharif,Sesamum,1964.0
Andhra Pradesh,SPSR NELLORE,2011,Kharif,Urad,992.0
Andhra Pradesh,SPSR NELLORE,2011,Rabi,Arhar/Tur,119.0
Andhra Pradesh,SPSR NELLORE,2011,Rabi,Bajra,49.0
Andhra Pradesh,SPSR NELLORE,2011,Rabi,Cowpea(Lobia),98.0
Andhra Pradesh,SPSR NELLORE,2011,Rabi,Dry chillies,2097.0
Andhra Pradesh,SPSR NELLORE,2011,Rabi,Gram,11944.0
Andhra Pradesh,SPSR NELLORE,2011,Rabi,Groundnut,4260.0
Andhra Pradesh,SPSR NELLORE,2011,Rabi,Horse-gram,71.0
Andhra Pradesh,SPSR NELLORE,2011,Rabi,Jowar,484.0
Andhra Pradesh,SPSR NELLORE,2011,Rabi,Maize,1219.0
Andhra Pradesh,SPSR NELLORE,2011,Rabi,Moong(Green Gram),3230.0
Andhra Pradesh,SPSR NELLORE,2011,Rabi,Onion,5.0
Andhra Pradesh,SPSR NELLORE,2011,Rabi,Ragi,96.0
Andhra Pradesh,SPSR NELLORE,2011,Rabi,Rice,201435.0
Andhra Pradesh,SPSR NELLORE,2011,Rabi,Sesamum,622.0
Andhra Pradesh,SPSR NELLORE,2011,Rabi,Urad,40668.0
Andhra Pradesh,SPSR NELLORE,2011,Whole Year,Banana,1177.0
Andhra Pradesh,SPSR NELLORE,2011,Whole Year,Cashewnut,453.0
Andhra Pradesh,SPSR NELLORE,2011,Whole Year,Coconut,769.0
Andhra Pradesh,SPSR NELLORE,2011,Whole Year,Sugarcane,9061.0
Andhra Pradesh,SPSR NELLORE,2011,Whole Year,Sunflower,2862.0
Andhra Pradesh,SPSR NELLORE,2011,Whole Year,Sweet potato,175.0
Andhra Pradesh,SPSR NELLORE,2011,Whole Year,Tobacco,10882.0
Andhra Pradesh,SPSR NELLORE,2011,Whole Year,Turmeric,280.0
Andhra Pradesh,SPSR NELLORE,2012,Kharif,Arhar/Tur,1091.0
Andhra Pradesh,SPSR NELLORE,2012,Kharif,Bajra,755.0
Andhra Pradesh,SPSR NELLORE,2012,Kharif,Brinjal,245.0
Andhra Pradesh,SPSR NELLORE,2012,Kharif,Cashewnut,390.0
Andhra Pradesh,SPSR NELLORE,2012,Kharif,Cotton(lint),4753.0
Andhra Pradesh,SPSR NELLORE,2012,Kharif,Groundnut,7867.0
Andhra Pradesh,SPSR NELLORE,2012,Kharif,Jowar,5.0
Andhra Pradesh,SPSR NELLORE,2012,Kharif,Lemon,12726.0
Andhra Pradesh,SPSR NELLORE,2012,Kharif,Maize,163.0
Andhra Pradesh,SPSR NELLORE,2012,Kharif,Mango,9458.0
Andhra Pradesh,SPSR NELLORE,2012,Kharif,Moong(Green Gram),331.0
Andhra Pradesh,SPSR NELLORE,2012,Kharif,Onion,71.0
Andhra Pradesh,SPSR NELLORE,2012,Kharif,Papaya,12.0
Andhra Pradesh,SPSR NELLORE,2012,Kharif,Pome Granet,6.0
Andhra Pradesh,SPSR NELLORE,2012,Kharif,Ragi,33.0
Andhra Pradesh,SPSR NELLORE,2012,Kharif,Rice,53866.0
Andhra Pradesh,SPSR NELLORE,2012,Kharif,Sapota,442.0
Andhra Pradesh,SPSR NELLORE,2012,Kharif,Sesamum,500.0
Andhra Pradesh,SPSR NELLORE,2012,Kharif,Sugarcane,9896.0
Andhra Pradesh,SPSR NELLORE,2012,Kharif,Sunflower,944.0
Andhra Pradesh,SPSR NELLORE,2012,Kharif,Tomato,28.0
Andhra Pradesh,SPSR NELLORE,2012,Kharif,Turmeric,99.0
Andhra Pradesh,SPSR NELLORE,2012,Kharif,Urad,3428.0
Andhra Pradesh,SPSR NELLORE,2012,Rabi,Arhar/Tur,221.0
Andhra Pradesh,SPSR NELLORE,2012,Rabi,Brinjal,403.0
Andhra Pradesh,SPSR NELLORE,2012,Rabi,Castor seed,18.0
Andhra Pradesh,SPSR NELLORE,2012,Rabi,Cotton(lint),2442.0
Andhra Pradesh,SPSR NELLORE,2012,Rabi,Cowpea(Lobia),127.0
Andhra Pradesh,SPSR NELLORE,2012,Rabi,Dry chillies,1407.0
Andhra Pradesh,SPSR NELLORE,2012,Rabi,Gram,11533.0
Andhra Pradesh,SPSR NELLORE,2012,Rabi,Groundnut,6543.0
Andhra Pradesh,SPSR NELLORE,2012,Rabi,Horse-gram,122.0
Andhra Pradesh,SPSR NELLORE,2012,Rabi,Jowar,3080.0
Andhra Pradesh,SPSR NELLORE,2012,Rabi,Maize,1274.0
Andhra Pradesh,SPSR NELLORE,2012,Rabi,Moong(Green Gram),3375.0
Andhra Pradesh,SPSR NELLORE,2012,Rabi,Ragi,86.0
Andhra Pradesh,SPSR NELLORE,2012,Rabi,Rice,197403.0
Andhra Pradesh,SPSR NELLORE,2012,Rabi,Sesamum,737.0
Andhra Pradesh,SPSR NELLORE,2012,Rabi,Soyabean,10.0
Andhra Pradesh,SPSR NELLORE,2012,Rabi,Sunflower,1728.0
Andhra Pradesh,SPSR NELLORE,2012,Rabi,Sweet potato,183.0
Andhra Pradesh,SPSR NELLORE,2012,Rabi,Tobacco,9482.0
Andhra Pradesh,SPSR NELLORE,2012,Rabi,Tomato,22.0
Andhra Pradesh,SPSR NELLORE,2012,Rabi,Urad,26298.0
Andhra Pradesh,SPSR NELLORE,2012,Whole Year,Coconut,735.0
Andhra Pradesh,SPSR NELLORE,2013,Kharif,Arhar/Tur,1119.0
Andhra Pradesh,SPSR NELLORE,2013,Kharif,Bajra,1100.0
Andhra Pradesh,SPSR NELLORE,2013,Kharif,Brinjal,237.0
Andhra Pradesh,SPSR NELLORE,2013,Kharif,Cashewnut,393.0
Andhra Pradesh,SPSR NELLORE,2013,Kharif,Castor seed,6.0
Andhra Pradesh,SPSR NELLORE,2013,Kharif,Cotton(lint),5220.0
Andhra Pradesh,SPSR NELLORE,2013,Kharif,Dry chillies,65.0
Andhra Pradesh,SPSR NELLORE,2013,Kharif,Groundnut,10775.0
Andhra Pradesh,SPSR NELLORE,2013,Kharif,Jowar,8.0
Andhra Pradesh,SPSR NELLORE,2013,Kharif,Lemon,14051.0
Andhra Pradesh,SPSR NELLORE,2013,Kharif,Maize,286.0
Andhra Pradesh,SPSR NELLORE,2013,Kharif,Mango,8577.0
Andhra Pradesh,SPSR NELLORE,2013,Kharif,Moong(Green Gram),195.0
Andhra Pradesh,SPSR NELLORE,2013,Kharif,Onion,58.0
Andhra Pradesh,SPSR NELLORE,2013,Kharif,other oilseeds,701.0
Andhra Pradesh,SPSR NELLORE,2013,Kharif,Papaya,105.0
Andhra Pradesh,SPSR NELLORE,2013,Kharif,Pome Granet,6.0
Andhra Pradesh,SPSR NELLORE,2013,Kharif,Ragi,66.0
Andhra Pradesh,SPSR NELLORE,2013,Kharif,Rice,32241.0
Andhra Pradesh,SPSR NELLORE,2013,Kharif,Sapota,438.0
Andhra Pradesh,SPSR NELLORE,2013,Kharif,Sesamum,666.0
Andhra Pradesh,SPSR NELLORE,2013,Kharif,Sugarcane,7835.0
Andhra Pradesh,SPSR NELLORE,2013,Kharif,Sunflower,980.0
Andhra Pradesh,SPSR NELLORE,2013,Kharif,Sweet potato,12.0
Andhra Pradesh,SPSR NELLORE,2013,Kharif,Tomato,9.0
Andhra Pradesh,SPSR NELLORE,2013,Kharif,Turmeric,167.0
Andhra Pradesh,SPSR NELLORE,2013,Kharif,Urad,2274.0
Andhra Pradesh,SPSR NELLORE,2013,Rabi,Arhar/Tur,220.0
Andhra Pradesh,SPSR NELLORE,2013,Rabi,Bajra,53.0
Andhra Pradesh,SPSR NELLORE,2013,Rabi,Brinjal,352.0
Andhra Pradesh,SPSR NELLORE,2013,Rabi,Castor seed,12.0
Andhra Pradesh,SPSR NELLORE,2013,Rabi,Cotton(lint),1565.0
Andhra Pradesh,SPSR NELLORE,2013,Rabi,Cowpea(Lobia),106.0
Andhra Pradesh,SPSR NELLORE,2013,Rabi,Dry chillies,1153.0
Andhra Pradesh,SPSR NELLORE,2013,Rabi,Gram,7429.0
Andhra Pradesh,SPSR NELLORE,2013,Rabi,Groundnut,4294.0
Andhra Pradesh,SPSR NELLORE,2013,Rabi,Horse-gram,216.0
Andhra Pradesh,SPSR NELLORE,2013,Rabi,Jowar,1198.0
Andhra Pradesh,SPSR NELLORE,2013,Rabi,Maize,1631.0
Andhra Pradesh,SPSR NELLORE,2013,Rabi,Moong(Green Gram),4813.0
Andhra Pradesh,SPSR NELLORE,2013,Rabi,Ragi,28.0
Andhra Pradesh,SPSR NELLORE,2013,Rabi,Rice,192652.0
